PAIS,FORMATO,ZONA,CODIGO_FAMILIA,CATEGORY_NBR,CATEGORY_DESC,MARCA,FINELINE,N_FINELINE,N_MARCA,COST_UNIT,SELL_QTY,TOTAL_SKUS,ITEM_PRIMARIO,DESC_PRIMARIO,VENTAS_PRIMARIO,PRECIO_PRIMARIO,ROTACION_PRIMARIO,N_PRECIOS_DISTINTOS,SKUS_IGUAL_PRECIO,SKUS_DIFERENTE_PRECIO,SKUS_SIN_PRECIO,PCT_ALINEACION,OBSERVACIONES
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0155,6894,BEVERAGE ALCOHOL - BEER D96,IMPERIAL,CERVEZA LAGER UNIDAD,1025,3035,1311.9978,1000.0,3,9604991,CERVEZA IMPERIAL BOTELLA RETORNAB 1000ML,71226.0,1490.0,54.0,1,3,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0156,6987,BEVERAGES - CARBONATED-D95,FANTA,BEB SABOR REGUL PERS,1756,2238,662.293,354.0,1,9518760,REFRESC GAS FANTA NARANJA LATA 354ML,2097.0,790.0,3.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0157,6894,BEVERAGE ALCOHOL - BEER D96,BUDWEISER,CERVEZA LAGER UNIDAD,1025,890,707.0636,355.0,1,70326218,CERVEZA BUDWEISER BOTELLA 355 ML,7304.0,960.0,11.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0158,6894,BEVERAGE ALCOHOL - BEER D96,PILSEN,CERVEZA PILSENER UND,1275,4986,758.9871,350.0,2,70486292,CERVEZA PILSEN 6.0 LATA 350ML,15295.0,910.0,19.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0159,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB PACK PERSONAL,1760,1324,2211.41,1416.0,3,75078808,COCA SABOR LIGERO 354 4PACK 1416ML,61065.0,3000.0,23.0,1,3,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0160,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA REGUL FAMIL,1704,1324,845.6242,1500.0,1,70355359,REFRESC COCA COLA SIN AZUCAR PET 1500ML,150260.0,940.0,181.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0161,6894,BEVERAGE ALCOHOL - BEER D96,ERDINGER,CERVEZA LAGER UNIDAD,1025,33296,1183.11,330.0,2,75276742,CERVEZA ERDINGER DUNKEL NEGRA ALC 330ML,7644.0,1440.0,6.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0162,6894,BEVERAGE ALCOHOL - BEER D96,FLORIDA,ENVASE VACIO CERVEZA,1375,2375,3983.25,1.0,1,70155203,CAJA FLORIDA VACIA CERVEZA SURT 1UNID,0,4720.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0163,6894,BEVERAGE ALCOHOL - BEER D96,CARLSBERG,CERVEZA ALE UNIDAD,1300,1034,839.59,330.0,1,70593537,CERVEZA CARLSBERG VIDRIO 330ML,2650.0,1150.0,10.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0164,6894,BEVERAGE ALCOHOL - BEER D96,BOHEMIA,CERVEZA LAGER PAQ,1000,788,2377.9946,2100.0,1,9664253,CERVEZA BOHEMIA 6PACK 350 ML,0,2940.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0165,6987,BEVERAGES - CARBONATED-D95,PEPSI,BEB COLA REGUL PERSO,1706,4907,520.0034,600.0,1,70613451,PEPSI ZERO 600 ML PET,37950.0,590.0,73.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0166,6987,BEVERAGES - CARBONATED-D95,FANTA,BEB COLA LIGHT FAMIL,1700,2238,1031.2493,1500.0,2,75009126,GASEOSA FANTA NARANJA 1500ML PET,0,500.0,,1,2,0,0,100.0,Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0167,6987,BEVERAGES - CARBONATED-D95,DOS PINOS,BEB SABOR LIGHT FAMI,1750,1870,1010.22,2000.0,1,75002712,GASEOSA ALMA FRESA KIWI 2000ML PET,0,1000.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0168,6987,BEVERAGES - CARBONATED-D95,CANADA DRY,BEB COLA LIGHT PERSO,1702,969,1154.9956,2500.0,1,75299659,GINGER ALE 2500 ML RET BOT UNIVERSAL,17748.0,1180.0,17.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0169,6894,BEVERAGE ALCOHOL - BEER D96,IMPERIAL,CERVEZA LAGER PAQ,1000,3035,3780.2003,1892.0,3,75162923,PILSEN 1892ML LT 4PACK,19644.0,3700.0,6.0,1,3,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0170,6894,BEVERAGE ALCOHOL - BEER D96,PILSEN,CERVEZA LAGER PAQ,1000,4986,5309.87,2800.0,1,70322242,CERVEZA PILSEN LATA PACK 7MAS1 350ML,0,1500.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0171,6894,BEVERAGE ALCOHOL - BEER D96,CORONA,CERVEZA LAGER PAQ,1000,1434,2337.0773,1242.0,1,75305898,CERVEZA CORONITA BOTELLA 6 PK 207 ML,204435.0,3000.0,77.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0172,6987,BEVERAGES - CARBONATED-D95,FRESCA,BEB SABOR REGUL PERS,1756,2441,734.4661,600.0,1,9517871,GASEOSA FRESCA TORONJA 600ML,27599.0,850.0,37.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0173,6987,BEVERAGES - CARBONATED-D95,BIG COLA,BEB COLA REGUL FAMIL,1704,702,1046.38,3030.0,3,75234456,BEBIDA GAS BIG COLA 3030ML,0,1300.0,,3,1,2,0,33.33333333333333,Primario sin ventas registradas | Alta dispersion: 3 precios distintos | 2/3 SKUs desalineados
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0174,6894,BEVERAGE ALCOHOL - BEER D96,CEZKA,CERVEZA LAGER UNIDAD,1025,50116,253.4929,330.0,1,70464108,CERVEZA CEZKA LAGER 4.0 ALCOHOL 330ML,13175.0,480.0,31.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0175,6987,BEVERAGES - CARBONATED-D95,LIO,BEB SABOR REGUL FAMI,1754,3747,1908.57,1000.0,1,70250590,BEBIDA EN POLVO LIO TE LIMON 1000GR,0,2800.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0176,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA REGUL FAMIL,1704,1324,1630.251,3000.0,1,70434480,COCA COLA SIN AZUCAR 3000 ML PET,251924.0,2000.0,143.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0177,6894,BEVERAGE ALCOHOL - BEER D96,BAVARIA,CERVEZA LAGER UNIDAD,1025,587,750.32,350.0,5,70268518,CERVEZA BAVARIA LIGHT DESECH 350 ML,137629.0,1030.0,177.0,3,2,3,0,40.0,Alta dispersion: 3 precios distintos | 3/5 SKUs desalineados
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0178,6894,BEVERAGE ALCOHOL - BEER D96,KRIEK,CERVEZA LAGER UNIDAD,1025,30145,1874.4327,250.0,1,70593519,CERVEZA KRIEK LINDEMANS SAB CEREZA 250ML,0,2160.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0179,6894,BEVERAGE ALCOHOL - BEER D96,BAVARIA,CERVEZA LAGER UNIDAD,1025,587,868.97,350.0,1,9608358,CERVEZA BAVARIA ENV RET BOTELLA 350ML,0,1030.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0180,6894,BEVERAGE ALCOHOL - BEER D96,MICHELOB,CERVEZA LAGER UNIDAD,1025,36178,807.95,355.0,1,75218279,CERVEZA MICHELOB BOTELLA 355ML,0,1000.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0181,6894,BEVERAGE ALCOHOL - BEER D96,STELLA ARTOIS,CERVEZA LAGER PAQ,1000,6054,5481.63,1980.0,1,70425783,CERVEZA STELLA ARTOIS LATA 6PACK 1980ML,0,6440.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0182,6894,BEVERAGE ALCOHOL - BEER D96,TOÑA,CERVEZA LAGER UNIDAD,1025,6413,799.5202,350.0,1,9618445,CERVEZA TONA LATA 350ML,8756.0,900.0,11.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0183,6894,BEVERAGE ALCOHOL - BEER D96,DAMM,CERVEZA ARTESANAL,1028,44749,5949.45,1980.0,1,70106955,DAMM CERVEZA BOTELLA 6PACK 1980ML,0,5000.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0184,6894,BEVERAGE ALCOHOL - BEER D96,MODELO,CERVEZA LAGER PAQ,1000,4259,3975.0575,2130.0,1,75519441,CERVEZA MODELO LATA 6 PK 2130 ML,12353.0,5230.0,3.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0185,6987,BEVERAGES - CARBONATED-D95,CANADA DRY,BEB SABOR REGUL FAMI,1754,969,653.7954,354.0,1,75338876,CANADA DRY SODA 354 ML LATA,8748.0,810.0,13.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0186,6894,BEVERAGE ALCOHOL - BEER D96,BUSCH LIGHT,CERVEZA LAGER PAQ,1000,52976,997.4962,740.0,1,70404287,CERVEZA BUSCH LIGHT 740 ML,0,1070.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0187,6894,BEVERAGE ALCOHOL - BEER D96,CERVEZA CARAQUEÑA,CERVEZA LAGER UNIDAD,1025,230873,487.5046,330.0,1,75280478,CARAQUENA CERVEZA 330 ML,4221.0,590.0,9.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0188,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB PACK PERSONAL,1760,1324,2869.9966,6000.0,1,75438079,2 PK CCZA CCSO 3L 6000ML,84252.0,3400.0,28.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0189,6894,BEVERAGE ALCOHOL - BEER D96,STELLA ARTOIS,CERVEZA PILSENER UND,1275,6054,995.53,330.0,1,9606216,CERVEZA STELLA ART LATA 330ML,0,1180.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0190,6894,BEVERAGE ALCOHOL - BEER D96,CEZKA,CERVEZA LAGER UNIDAD,1025,50116,271.6746,330.0,1,70097944,CERVEZA CEZKA LAGER 5 0 ALC 330 ML,0,510.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0191,6894,BEVERAGE ALCOHOL - BEER D96,COORS,CERVEZA LAGER UNIDAD,1025,33806,826.03,355.0,1,70571415,CERVEZA COORS LIGHT BOTELLA 355ML,0,910.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0192,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA LIGHT FAMIL,1700,1324,1584.0001,2000.0,1,9515071,REFRESC GAS COCA COLA LIGHT PET 2000ML,66234.0,1970.0,38.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0193,6894,BEVERAGE ALCOHOL - BEER D96,NATURAL LIGHT,CERVEZA LAGER UNIDAD,1025,230608,759.36,740.0,1,75187770,CERVEZA NATURAL LIGHT LT 740ML,0,950.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0194,6894,BEVERAGE ALCOHOL - BEER D96,BEAR BEER,CERVEZA LAGER UNIDAD,1025,230022,960.5,500.0,1,75276743,CERVEZA BEAR BEER IPA 500 ML LATA,17520.0,990.0,20.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0195,6894,BEVERAGE ALCOHOL - BEER D96,ESTRELLA,CERVEZA LAGER PAQ,1000,2142,7885.705,1980.0,1,75133408,6 PACK ESTRELLA GALICIA 1980ML CASAPAPEL,0,250.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0196,6987,BEVERAGES - CARBONATED-D95,DR. PEPPER,BEB COLA REGUL PERSO,1706,1880,621.5,355.0,3,75254963,BEBIDA DR PEPPER CREMA 355ML,2372.0,670.0,4.0,1,3,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0197,6987,BEVERAGES - CARBONATED-D95,SPRITE,BEB SABOR REGUL PERS,1756,6015,734.4661,600.0,1,75347031,CC SPRITE 600 ML PET,13892.0,830.0,19.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0198,6894,BEVERAGE ALCOHOL - BEER D96,HEINEKEN,CERVEZA LAGER UNIDAD,1025,2863,824.9,330.0,2,75094152,HEINEKEN 00 330ML BOTELLA,138570.0,1010.0,155.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0199,6894,BEVERAGE ALCOHOL - BEER D96,MILWAUKEES,CERVEZA LAGER PAQ,1000,41923,6171.0204,4260.0,1,70023454,CERVEZA MILWAUKESS BESTE P 12 355 ML LAT,6018.0,6800.0,1.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0200,6894,BEVERAGE ALCOHOL - BEER D96,PILSEN,CERVEZA PILSENER UND,1275,4986,1311.9978,1000.0,2,9604984,CERVEZA PILSEN BOTELLA RETORNABLE 1000ML,39570.0,1490.0,30.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0201,6894,BEVERAGE ALCOHOL - BEER D96,STELLA ARTOIS,CERVEZA PILSENER UND,1275,6054,974.9979,330.0,1,75509027,CERVEZA STELLA ARTOIS VD 330 ML,16995.0,1280.0,15.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0202,6987,BEVERAGES - CARBONATED-D95,FRESCA,BEB SABOR REGUL FAMI,1754,2441,1620.7477,2500.0,1,70035308,GASEOSA FRESCA PET 2500ML,14337.0,1800.0,9.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0203,6987,BEVERAGES - CARBONATED-D95,BIG COLA,BEB COLA REGUL FAMIL,1704,702,280.24,625.0,1,75426646,BIG GIN PET 625ML,0,374.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0204,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB PACK PERSONAL,1760,1324,2908.62,1896.0,1,70237575,8PACK COCA COLA MINI SURTIDO LATA,0,2000.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0205,6987,BEVERAGES - CARBONATED-D95,COTUBA,BEB SABOR LIGHT PERS,1752,1464,449.74,355.0,2,75003034,GASEOSA COTUBA REGULAR 355ML LATA,0,500.0,,1,2,0,0,100.0,Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0206,6987,BEVERAGES - CARBONATED-D95,CANADA DRY,BEB SABOR REGUL FAMI,1754,969,1901.6205,3000.0,1,9541790,REFRESCO CANADA DRY GINGR ALE PET 3000ML,83172.0,2500.0,38.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0207,6894,BEVERAGE ALCOHOL - BEER D96,BEAR BEER,CERVEZA LAGER UNIDAD,1025,230022,638.45,500.0,1,75002514,CERVEZA BEAR BEER LATA 500ML 1X24,0,730.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0208,6894,BEVERAGE ALCOHOL - BEER D96,ESTRELLA,CERVEZA ALE UNIDAD,1300,2142,899.48,330.0,1,70593543,CERVEZA ESTRELLA DAMM MEDITERRANEA 330ML,0,1320.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0209,6894,BEVERAGE ALCOHOL - BEER D96,HOEGAARDEN,CERVEZA ALE UNIDAD,1300,2920,743.9242,330.0,1,70593516,CERVEZA HOEGAARDEN BLANCA BOTELLA 330ML,0,1430.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0210,6894,BEVERAGE ALCOHOL - BEER D96,CARTA BLANCA,CERVEZA LAGER UNIDAD,1025,1059,695.741,473.0,1,70264090,CERVEZA CARTA BLANCA 473ML,0,800.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0211,6894,BEVERAGE ALCOHOL - BEER D96,HEINEKEN,CERVEZA LAGER PAQ,1000,2863,4724.53,2130.0,1,9664225,CERVEZA HEINEKEN LATA 6PK 355 ML,68138.0,5500.0,14.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0212,6987,BEVERAGES - CARBONATED-D95,CANADA DRY,BEB SABOR REGUL FAMI,1754,969,1586.6895,2500.0,2,75179026,SODA CANADA DRY 2500ML,62320.0,1760.0,40.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0213,6894,BEVERAGE ALCOHOL - BEER D96,NATURAL,CERVEZA LAGER UNIDAD,1025,4460,727.494,740.0,1,75495148,CERVEZA NATURAL LIGHT 740ML,39527.0,950.0,47.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0214,6894,BEVERAGE ALCOHOL - BEER D96,DAMM,CERVEZA LAGER PAQ,1000,44749,1259.95,330.0,1,70487865,CERVEZA INEDIT DAMM BOTELLA 330 ML,5168.0,1460.0,4.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0215,6987,BEVERAGES - CARBONATED-D95,CANADA DRY,BEB SABOR REGUL PERS,1756,969,734.4661,600.0,2,9518977,REFRESC GAS SODA CANADA DRY PET 600ML,124080.0,850.0,166.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0216,6894,BEVERAGE ALCOHOL - BEER D96,TECATE,CERVEZA LAGER UNIDAD,1025,6270,844.449,330.0,1,70179789,CERVEZA TECATE LIGHT BOTELLA 330ML,0,1140.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0217,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA REGUL FAMIL,1704,1324,2829.8929,6000.0,1,75520550,COCA COLA Y FANTA 2PACK 6000ML,15045.0,3400.0,5.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0218,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA REGUL PERSO,1706,1324,1630.4544,2500.0,1,75119455,COCA COLA 2500ML PET TERMO,77163.0,1710.0,51.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0219,6894,BEVERAGE ALCOHOL - BEER D96,SOL,CERVEZA LAGER PAQ,1000,5935,4223.7027,2130.0,1,75271355,SOL 355ML LT SLEEK 6PK,8620.0,4870.0,2.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0220,6894,BEVERAGE ALCOHOL - BEER D96,MILWAUKEES,CERVEZA LAGER UNIDAD,1025,41923,562.74,355.0,1,70571424,CERVEZA MILWAUKEES BEST ICE LATA 355ML,16600.0,750.0,25.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0221,6894,BEVERAGE ALCOHOL - BEER D96,DAMM,CERVEZA LAGER PAQ GF,1001,44749,9000.45,2640.0,1,75495606,8 PK CERVEZAS BOT DEL MUNDO 2640 ML,0,12000.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0222,6987,BEVERAGES - CARBONATED-D95,FANTA,BEB COLA LIGHT PERSO,1702,2238,1061.3638,1500.0,1,75369020,FANTA UVA 1.5L PET 1500 ML,3970.0,1150.0,4.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0223,6987,BEVERAGES - CARBONATED-D95,KOLA SHALER,BEB COLA REGUL PERSO,1706,14608,1519.85,2000.0,1,75382608,COLA KOLA SHALER BEBI CARBONATADA 2000ML,0,2030.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0224,6987,BEVERAGES - CARBONATED-D95,POSTOBON,BEB COLA LIGHT PERSO,1702,50890,360.47,400.0,1,75228367,GASEOSA POSTOBON MANZANA CERO 400 ML,2210.0,500.0,5.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0225,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA REGUL FAMIL,1704,1324,2643.2282,7500.0,1,70058758,3PACK COCA COLA FRESCA FUZE 2500 ML,102201.0,3500.0,33.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0226,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA LIGHT FAMIL,1700,1324,1154.9956,2500.0,1,70246082,GASEOSA COCA COLA RETORN SN AZUC 2500ML,78812.0,1310.0,68.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0227,6894,BEVERAGE ALCOHOL - BEER D96,STELLA ARTOIS,CERVEZA PILSENER UND,1275,6054,693.933,330.0,1,70593513,CERVEZA STELLA ART LATA 330ML,8210.0,1180.0,8.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0228,6894,BEVERAGE ALCOHOL - BEER D96,MENABREA,CERVEZA LAGER UNIDAD,1025,33827,1330.01,330.0,1,70507183,CERVEZA MENABREA AMBRATA BOT 330 ML,0,1780.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0229,6987,BEVERAGES - CARBONATED-D95,FANTA,BEB COLA LIGHT FAMIL,1700,2238,1337.9652,2500.0,1,70080378,REFRESCO FANTA NARANJA SIN AZUCAR 2500ML,52947.0,1500.0,40.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0230,6894,BEVERAGE ALCOHOL - BEER D96,KRONENBOURG,CERVEZA ARTESANAL,1028,37038,996.095,330.0,1,70078895,CERV KRONENBOURG 1664 BLANCO BOTEL 330ML,6690.0,1260.0,6.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0231,6894,BEVERAGE ALCOHOL - BEER D96,MODELO,CERVEZA S/ALCOH UND,1350,4259,899.9998,355.0,1,75494730,CERVEZA CORONA CERO VD355 ML,39702.0,1150.0,39.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0232,6894,BEVERAGE ALCOHOL - BEER D96,MILLER,CERVEZA LAGER PAQ,1000,4203,8159.73,4260.0,1,70571427,CERV LAT MILLER GENUIN DRAFT 12P 355 ML,0,10770.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0233,6987,BEVERAGES - CARBONATED-D95,CHIVAS REGAL,BEB PACK PERSONAL,1760,1224,4199.08,2844.0,1,75359685,12 PK CCZA MINILATA 2844 ML,69085.0,4910.0,16.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0234,6987,BEVERAGES - CARBONATED-D95,PEPSI,BEB COLA LIGHT FAMIL,1700,4907,740.15,1500.0,1,70244767,PEPSI COLA 1500 ML,0,960.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0235,6894,BEVERAGE ALCOHOL - BEER D96,DAMM,CERVEZA ARTESANAL,1028,44749,802.3,330.0,1,70070918,CERVEZA ESTRELLA DAMM LEMON LATA 330ML,3540.0,1000.0,4.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0236,6894,BEVERAGE ALCOHOL - BEER D96,BLUE MOON,CERVEZA LAGER UNIDAD,1025,43793,1012.48,355.0,1,70571414,CERVEZA BLUE MOON ARTESANAL 355ML,49699.0,1250.0,53.0,1,1,0,0,100.0,Familia con un solo articulo
