COD_PAIS,PAIS,COD_FORMATO,FORMATO,COD_ZONA,SECUENCIA,NOMB_ZONE,COD_ESC,COD_ZNFCN,DSCRPCN_MAPEO_ZONA,PRICE_EVENT_TYPE,PRECIO_GPI_C_IMP,PRECIO_GPI_S_IMP,PRECIO_GP,PRECIO_AT,PRECIO_VENTA,TAX,STORE_NBR,ITEM,UPC,DESCRIPCION,DESCRIPCION_1,DESCRIPCION_2,DESCRIPCION_SHOP,DESCRIPCION_UPC,ITEM_PRINCIPAL_XREF,ITEM_ENLAZADO_XREF,TIPO_XREF,JUSTIFICACION_XREF,ROL_XREF,COD_DIV,DIVISION,COD_SUBDIV,SUBDIVISION,DEPT_NBR,N_DEPTO,DPTO_DESC,ESTATUS,CANAL,TIPO,SUBTIPO,ORDERBOOK,CWO,MBM,N_FINELINE,FINELINE_DESC,CATEGORY_NBR,CATEGORY_DESC,SUBCATEGORY,N_MARCA,MARCA_DESC,N_VENDOR,VENDOR_DESC,F_CREADO,F_EFECTIVA,F_FINAL,UXC_DESC,UDM,SELL_PACK_QTY,SELL_QTY,IND_BASCULA,IND_TRASTIENDA,PRODUCT_NBR,COSTO,COST_UNIT,PRECIO_EV_4K,PRECIO_FINAL,ROTACIONES,VENTAS,INVENTARIO,ORDENADO,EN_TRANSITO,EN_CD,FIJACION,TC,EFFECTIVE_DATE,EXPIRATION_DATE,LAST_CHANGE_TS,EXTRACT_DATE,EXTRACT_YR,SW
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,850.0,7.52,,,,0.13,4076,75274053,7800000530,BEBIDA CARBONATADA 7 UP CHERRY 355ML,7 UP BEBIDA CHERRY,CR 7 UP BEBID CHERRY,,7UP CHERRY,75274053,75274053,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,20,0,true,false,M,1706,BEB COLA REGUL PERSO,6987,BEVERAGES - CARBONATED-D95,COLAS,31,7UP,178272,COSTAVEN SUPPLY SA,2024-10-25T00:00:00.000Z,2026-06-25T00:00:00.000Z,2049-12-31T00:00:00.000Z,355ML,ML,12.0,355.0,false,false,75502069,7458.0,621.5,,850.0,,,,,,,,507.0,2026-02-16T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-02-16T11:01:26.983000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,MD,500.0,4.42,,,,0.13,4076,75254958,1200000085,BEBIDA MOUNTAIN DEW 355ML,MOUNTAIN DEW CRBONAT,CR MTN DEW ORG,,MTN DEW ORIG,75254958,75254958,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,20,0,true,false,M,1706,BEB COLA REGUL PERSO,6987,BEVERAGES - CARBONATED-D95,COLAS,4361,MOUNTAIN DEW,178272,COSTAVEN SUPPLY SA,2024-09-02T00:00:00.000Z,2024-09-15T00:00:00.000Z,2049-12-31T00:00:00.000Z,355ML,ML,12.0,355.0,false,false,75468392,7458.0,621.5,,500.0,,,,,,,MD,507.0,2025-10-12T00:00:00+00:00,2049-12-31T00:00:00+00:00,2025-10-12T15:01:41.094000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,3260.0,28.85,,,3260.05,0.13,4076,70131641,775023633016,REFRESCO GASEOSO INKA KOLA PET 1500ML,INKA KOLA REF REGUL,CR COMP TEMP 2016,,INKA KOLA,70131641,70131641,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,20,47,true,false,P,1754,BEB SABOR REGUL FAMI,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,3046,INCA KOLA,18195,INVERSIONES KR KOPRAM S A,2016-09-22T00:00:00.000Z,2023-04-12T00:00:00.000Z,2049-12-31T00:00:00.000Z,1500ML,ML,1.0,1500.0,false,false,1265811,15204.15,2534.025,,3260.0,3.0,8655.0,,,,,,507.0,2026-06-21T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-06-19T16:01:58.397000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,MD,25.0,0.22,,,24.86,0.13,4076,70022642,3,CAJA VACIA FANTA 8 CAV  RP ENV 1UN,FANTA CAJA VACIA,CR CAJA FANTA NAR,,CAJA FANTA 8,70022642,70022642,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,I,RESURTIBLE,37,1,false,false,I,1708,CAJA/ENV PLAST/GASEO,6987,BEVERAGES - CARBONATED-D95,COLAS,2238,FANTA,18294,COCA COLA FEMSA DE COSTA RICA,2016-10-04T00:00:00.000Z,2016-10-24T00:00:00.000Z,2049-12-31T00:00:00.000Z,1EA,EA,1.0,1.0,false,false,1268725,2299.55,2299.55,,25.0,2.0,44.0,1,0,0,0,MD,507.0,2026-02-01T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-01-30T14:02:58.280000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,450.0,3.98,,,449.74,0.13,4076,70428411,843702018103,CERV TUKAN TROPIC BEER LAT 330ML 1X24 4,CERVEZA TUKAN LAT,CR CERV TUKAN LAT,,CERV TUK LT,70428411,70428411,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,96,96,LIQUOR,A,RESURTIBLE,20,1,true,false,M,1025,CERVEZA LAGER UNIDAD,6894,BEVERAGE ALCOHOL - BEER D96,LAGER,54741,TUKAN,17665,DIST ISLENA DE ALIMENTOS,2022-08-19T00:00:00.000Z,2023-04-10T00:00:00.000Z,2049-12-31T00:00:00.000Z,330,ML,1.0,330.0,false,false,1821408,10793.76,449.74,,450.0,9.0,3582.0,13,0,0,0,,507.0,2026-05-20T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-05-20T19:02:57.898000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,RB,5000.0,44.25,,,,0.13,4076,70579480,64119420004,CERVEZA COORS LIGHT LATA 6PACK 2124ML,COORS LIGHT LATA 6P,CR COORS LIGHT CERV,,6P COORS LIG,70579480,70547857/70571418,VIGENTE,CAMBIO DE UPC,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,96,96,LIQUOR,A,RESURTIBLE,37,1,true,false,M,1000,CERVEZA LAGER PAQ,6894,BEVERAGE ALCOHOL - BEER D96,LAGER,34351,COORS LIGHT,17707,DISTRIBUIDORA LA FLORIDA SOCIE,2021-06-22T00:00:00.000Z,2021-06-28T00:00:00.000Z,2049-12-31T00:00:00.000Z,2124ML,ML,6.0,2124.0,false,false,1705509,17157.92,4289.48,,5000.0,,,11,0,0,0,RB/MOM,507.0,2026-06-01T00:00:00+00:00,2026-07-21T00:00:00+00:00,2026-05-27T19:05:56.761000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,680.0,6.02,,,,0.13,4076,70522370,87303900047,BEBIDA GUARANA COTUBA ZERO 600 ML,COTUBA GUARANA ZERO,CR COTUBA GUARANA ZE,,COTUBA ZERO,70522372,70522370,VIGENTE,CAMBIO DE UPC,ENLAZADO,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,I,RESURTIBLE,37,0,false,false,M,1752,BEB SABOR LIGHT PERS,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,1464,COTUBA,17632,COOPERATIVA DE PRODUCTORES DE,2020-06-24T00:00:00.000Z,2025-05-04T00:00:00.000Z,2049-12-31T00:00:00.000Z,600ML,ML,,600.0,false,false,1549575,6318.96,526.58,,680.0,,,,,,,,507.0,2026-02-17T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-02-11T19:04:34.077000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,910.0,8.05,,,909.65,0.13,4076,9608309,76400915031,CERVEZA HEINEKEN LATA 355ML,HEINEKEN CERVEZA LAT,CR CAN BEERHEINEK350,,HEINEKLAT350,9608309,9608309,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,96,96,LIQUOR,A,RESURTIBLE,37,0,true,false,M,1025,CERVEZA LAGER UNIDAD,6894,BEVERAGE ALCOHOL - BEER D96,LAGER,2863,HEINEKEN,17707,DISTRIBUIDORA LA FLORIDA SOCIE,1996-02-05T00:00:00.000Z,2008-06-16T00:00:00.000Z,2049-12-31T00:00:00.000Z,355ML,ML,1.0,355.0,false,false,110152,19797.6,824.9,,910.0,60.0,48300.0,40,0,0,0,,507.0,2026-04-22T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-04-22T19:04:51.457000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,2630.0,23.27,,,,0.13,4076,70593512,541168101400,DUVEL CERVEZA ARTESANAL GOLDEN ALE 330ML,DUVEL CERVEZA GOLDEN,CR CERVEZA ARTESANAL,,CERVEZ DUVEL,70593512,70593512,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,96,96,LIQUOR,I,RESURTIBLE,33,0,false,false,M,1028,CERVEZA ARTESANAL,6894,BEVERAGE ALCOHOL - BEER D96,LAGER,47718,DUVEL,226160,BEL PREMIUM S A,2017-07-27T00:00:00.000Z,2020-06-15T00:00:00.000Z,2049-12-31T00:00:00.000Z,330ML,ML,,330.0,false,false,100218,58304.61,2429.3644,,2630.0,,,,,,,,507.0,2026-02-11T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-02-11T19:05:27.962000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,570.0,5.04,,,,0.13,4076,75495144,181882,CERVEZA BUSCH LIGHT LT 355ML,BUSCH LIGHT 355 ML,CRBUSCH LIGHT  355ML,,BUSCH 355ML,75519438,75495144,VIGENTE,CAMBIO DE UPC,ENLAZADO,100,ABARROTES,102,BEBIDAS PLUS,96,96,LIQUOR,A,RESURTIBLE,37,0,false,false,M,1000,CERVEZA LAGER PAQ,6894,BEVERAGE ALCOHOL - BEER D96,LAGER,44136,BUSCH,18294,COCA COLA FEMSA DE COSTA RICA,2026-04-17T00:00:00.000Z,2026-04-27T00:00:00.000Z,2026-09-09T00:00:00.000Z,355 ML,ML,1.0,355.0,false,false,1911406,10260.4,427.5129,,570.0,,,,,,,,507.0,2026-06-12T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-06-12T11:01:30.208000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,2160.0,19.12,,,,0.13,4076,70602820,744302171000,CERVEZA GRACIA ALBA BOTELLA 330 ML,GR CERV ALBA BOTELLA,CR GRACIA CERVEZA,,GRACIA CERVE,70602820,70005335,VIGENTE,CAMBIO DE UPC,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,96,96,LIQUOR,A,RESURTIBLE,33,0,true,false,M,1028,CERVEZA ARTESANAL,6894,BEVERAGE ALCOHOL - BEER D96,LAGER,2704,GRACIA,203084,GRACIA CERVECERIA ARTESANAL SA,2017-10-31T00:00:00.000Z,2017-11-13T00:00:00.000Z,2049-12-31T00:00:00.000Z,330ML,ML,1.0,330.0,false,false,1336249,18861.96,1571.83,,2160.0,,,20,0,0,0,,507.0,2024-01-11T00:00:00+00:00,2049-12-31T00:00:00+00:00,2023-12-22T14:03:36.326000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,1190.0,10.53,,,1189.89,0.13,4076,75009125,744100354572,GASEOSA FRESCA 1500ML PET,GAS FRESCA 1500ML,CR GAS FRESCA 1500ML,,GAS FRESCA,75009125,70029941,VIGENTE,CAMBIO DE DEPTO,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1700,BEB COLA LIGHT FAMIL,6987,BEVERAGES - CARBONATED-D95,COLAS,2441,FRESCA,18294,COCA COLA FEMSA DE COSTA RICA,2023-03-03T00:00:00.000Z,2023-03-13T00:00:00.000Z,2049-12-31T00:00:00.000Z,1500ML,ML,1.0,1500.0,false,false,885408,8249.9944,1031.2493,,1190.0,16.0,16848.0,,,,,,507.0,2026-05-27T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-05-27T19:07:16.218000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,2260.0,20.0,,,,0.13,4076,75400209,4103088,CERVEZA FLENSBURGER WEIZEN 330 ML,CERV WEIZEN 330ML,CR CERV FLENS WEIZEN,,CERV WEIZEN,75400209,75400209,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,96,96,LIQUOR,A,NO RESURTIBLE,3,0,false,false,I,1025,CERVEZA LAGER UNIDAD,6894,BEVERAGE ALCOHOL - BEER D96,LAGER,50043,FLENSBURGER,20884,GOURMET IMPORTS DCR S A,2025-08-18T00:00:00.000Z,2026-09-14T00:00:00.000Z,2026-12-13T00:00:00.000Z,330 ML,ML,1.0,330.0,false,false,75700608,35256.0,1469.0,,2260.0,,,,,,,,507.0,2026-06-09T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-06-09T11:01:12.920000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,740.0,6.55,,,,0.13,4076,75303721,570159803840,CERVEZA HARBOE LAGER LATA 500 24 ML EA,HARBOE CERVEZA LAGER,CR CERVEZA HARBOE,,CERV HARBOE,75303721,75303721,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,96,96,LIQUOR,A,RESURTIBLE,20,0,true,false,M,1025,CERVEZA LAGER UNIDAD,6894,BEVERAGE ALCOHOL - BEER D96,LAGER,230986,HARBOE,17665,DIST ISLENA DE ALIMENTOS,2025-01-31T00:00:00.000Z,2025-09-22T00:00:00.000Z,2049-12-31T00:00:00.000Z,500,EA,1.0,500.0,false,false,75550091,13288.8,553.7,,740.0,,,24,0,0,0,,507.0,2025-09-10T00:00:00+00:00,2049-12-31T00:00:00+00:00,2025-09-10T14:01:32.230000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,MD,2000.0,17.7,,,,0.13,4076,70425053,744100356125,MINI COCA COLA SURTIDO LATA 8PACK 237 ML,COCA C SURT LATA 8P,CR COCA COLA SURT,,CC SURT 8PK,70425053,70237575,VIGENTE,CAMBIO DE UPC,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1760,BEB PACK PERSONAL,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,1324,COCA-COLA,18294,COCA COLA FEMSA DE COSTA RICA,2015-08-11T00:00:00.000Z,2015-08-31T00:00:00.000Z,2049-12-31T00:00:00.000Z,1896ML,ML,8.0,1896.0,false,false,321757,3312.3803,3312.3803,,2000.0,,,,,,,MD,507.0,2026-03-02T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-02-17T11:01:54.695000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,1820.0,16.11,,,1820.43,0.13,4076,75078810,744100350568,FANTA UVA 3000ML PET,FANTA UVA 3L PET,CR FANTA UVA 3L PET,,FANTA UVA 3L,75078810,75078810,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1754,BEB SABOR REGUL FAMI,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,2238,FANTA,18294,COCA COLA FEMSA DE COSTA RICA,2023-07-27T00:00:00.000Z,2025-07-07T00:00:00.000Z,2049-12-31T00:00:00.000Z,3000ML,ML,1.0,3000.0,false,false,75095225,9504.0006,1584.0001,,1820.0,12.0,19332.0,47,0,0,0,,507.0,2026-05-13T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-05-13T19:03:21.585000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,1320.0,11.68,,,,0.13,4076,70332137,841079328293,CERVEZA ESTRELLA DAMM MEDITERRANEA 330ML,MEDITER EST CERV BOT,CR NAVIDAD 2014,,CERV ESTR BT,70593543,70332137,VIGENTE,CAMBIO DE UPC,ENLAZADO,100,ABARROTES,102,BEBIDAS PLUS,96,96,LIQUOR,I,RESURTIBLE,37,0,false,false,M,1028,CERVEZA ARTESANAL,6894,BEVERAGE ALCOHOL - BEER D96,LAGER,2142,ESTRELLA,17665,DIST ISLENA DE ALIMENTOS,2014-11-12T00:00:00.000Z,2015-05-25T00:00:00.000Z,2017-11-01T00:00:00.000Z,330ML,ML,,330.0,false,false,1912593,1115.31,1115.31,,1320.0,,,,,,,,507.0,2026-04-14T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-04-14T11:01:19.752000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,910.0,8.05,,,,0.13,4076,70674332,750106411254,CERVEZA MODELO LATA 355ML,MODELO CERV LAT 12OZ,CR BEER LAGER UND,,CERV MOD,75495152,70674332,VIGENTE,CAMBIO DE UPC,ENLAZADO,100,ABARROTES,102,BEBIDAS PLUS,96,96,LIQUOR,I,RESURTIBLE IMPORTADO,40,1,false,true,M,1025,CERVEZA LAGER UNIDAD,6894,BEVERAGE ALCOHOL - BEER D96,LAGER,4259,MODELO,226626,AMBEV LUXEMBOURG SOCIETE A RES,2019-10-29T00:00:00.000Z,2021-11-01T00:00:00.000Z,2049-12-31T00:00:00.000Z,355ML,ML,1.0,355.0,false,false,1911392,16669.5453,694.5658,,910.0,,,,,,,,507.0,2026-06-12T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-06-12T11:01:43.391000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,RB,5500.0,48.67,,,5499.71,0.13,4076,75314807,7289000620,HEINEKEN 0 0 330ML LT 6 PK 1980 ML,HEINEKEN 0 0 330ML,CR HEINEKEN 00 330ML,,HEINEKEN00,75314807,75314807,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,96,96,LIQUOR,A,RESURTIBLE,37,0,true,false,M,1000,CERVEZA LAGER PAQ,6894,BEVERAGE ALCOHOL - BEER D96,LAGER,2863,HEINEKEN,17707,DISTRIBUIDORA LA FLORIDA SOCIE,2025-02-19T00:00:00.000Z,2025-10-27T00:00:00.000Z,2049-12-31T00:00:00.000Z,1980ML,ML,1.0,1980.0,false,false,75563309,18898.12,4724.53,,5500.0,11.0,53537.0,38,0,0,0,RB/MOM,507.0,2026-06-02T00:00:00+00:00,2026-07-21T00:00:00+00:00,2026-05-27T19:04:30.278000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,1030.0,9.12,870.0,,878.0432,0.13,4076,70197263,76400904153,CERVEZA BAVARIA MASTER EDITION BOT 355ML,BAVARIA MASTERS EDIT,CR BAVARIA MASTERS,,BAVARIA MAST,70197263,70197263,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,96,96,LIQUOR,A,RESURTIBLE,37,0,true,false,M,1025,CERVEZA LAGER UNIDAD,6894,BEVERAGE ALCOHOL - BEER D96,LAGER,587,BAVARIA,17707,DISTRIBUIDORA LA FLORIDA SOCIE,2019-08-08T00:00:00.000Z,2020-06-08T00:00:00.000Z,2049-12-31T00:00:00.000Z,355ML,ML,1.0,355.0,false,false,1728665,18007.68,750.32,,1030.0,170.0,132095.0,,,,,/GP/MOM,507.0,2026-01-12T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-01-02T11:03:45.679000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,MD,500.0,4.42,,,,0.13,4076,75271354,76400904793,SOL 355 ML LT SLEEK,SOL LT 350ML,CR SOL SLEEK,,SOLLATA,75271354,75271354,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,96,96,LIQUOR,I,RESURTIBLE,37,0,false,false,M,1025,CERVEZA LAGER UNIDAD,6894,BEVERAGE ALCOHOL - BEER D96,LAGER,5935,SOL,17707,DISTRIBUIDORA LA FLORIDA SOCIE,2024-10-22T00:00:00.000Z,2025-10-27T00:00:00.000Z,2049-12-31T00:00:00.000Z,355ML,ML,1.0,355.0,false,false,75497625,19199.83,799.9948,,500.0,,,,,,,MD,507.0,2026-02-08T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-02-06T14:02:34.607000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,980.0,8.67,808.3333,,822.0534,0.13,4076,70306147,76400904765,SOL VIDR 330ML,SOL VIDRIO 330ML,CR SOL VIDRIO 330ML,,SOLVIDRIO,70306147,70369434,VIGENTE,CAMBIO DE UPC,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,96,96,LIQUOR,A,RESURTIBLE,37,0,true,false,M,1025,CERVEZA LAGER UNIDAD,6894,BEVERAGE ALCOHOL - BEER D96,LAGER,5935,SOL,17707,DISTRIBUIDORA LA FLORIDA SOCIE,2022-05-24T00:00:00.000Z,2022-06-06T00:00:00.000Z,2049-12-31T00:00:00.000Z,330ML,ML,1.0,330.0,false,false,2078506,17783.94,740.9975,,980.0,366.0,266258.0,1119,0,0,0,/GP/MOM,507.0,2026-01-12T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-01-12T11:01:41.002000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,1320.0,11.68,,,1319.84,0.13,4076,75333622,744100564020,GAS POST MANZ GD K17 1500 ML,POSTO MANZ GD,CR POSTOBON MAN GD,,POST MAN GD,75333622,75333622,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,I,RESURTIBLE,20,0,false,false,M,1756,BEB SABOR REGUL PERS,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,50890,POSTOBON,25871,CIAMESA SA,2025-03-19T00:00:00.000Z,2025-09-01T00:00:00.000Z,2049-12-31T00:00:00.000Z,1500,ML,1.0,1500.0,false,false,75591423,11837.88,986.49,,1320.0,3.0,3504.0,,,,,,507.0,2025-03-19T00:00:00+00:00,2049-12-31T00:00:00+00:00,2025-03-19T19:04:29.268000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,RB,3400.0,30.09,,,3387.0881,0.13,4076,75046960,744100359704,2P 3L COCA MAS GINGER ALE 3000 ML,2PACK COCA MAS GIN,CR 2P COCA MAS GIN,,2P COCA GIN,75046960,75046960,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1758,BEB PACK FAMILIAR,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,1324,COCA-COLA,18294,COCA COLA FEMSA DE COSTA RICA,2023-06-06T00:00:00.000Z,2023-10-09T00:00:00.000Z,2049-12-31T00:00:00.000Z,6000ML,ML,2.0,6000.0,false,false,321757,10605.3777,3535.1259,,3400.0,26.0,77933.0,185,0,0,0,RB,507.0,2026-06-05T00:00:00+00:00,2026-07-21T00:00:00+00:00,2026-06-05T16:01:47.686000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,1050.0,9.29,,,1049.77,0.13,4076,70023101,77602970333,CERVEZA MOOSEHEAD RADLER LATA 355ML,MOOSEHEAD RADLER,CR MOOSE RADLER,,MH RADLER LT,70023101,70023101,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,96,96,LIQUOR,A,RESURTIBLE,33,0,true,false,M,1025,CERVEZA LAGER UNIDAD,6894,BEVERAGE ALCOHOL - BEER D96,LAGER,43551,MOOSEHEAD,17665,DIST ISLENA DE ALIMENTOS,2020-01-02T00:00:00.000Z,2020-06-08T00:00:00.000Z,2049-12-31T00:00:00.000Z,355ML,ML,1.0,355.0,false,false,1911378,8814.0,734.5,,1050.0,12.0,11148.0,,,,,,507.0,2025-07-03T00:00:00+00:00,2049-12-31T00:00:00+00:00,2025-07-03T11:01:49.546000+00:00,2026-06-29T00:00:00+00:00,2026,22
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,1800.0,15.93,,,,0.13,4076,70497875,500021300460,CERVEZA GUINNESS DRAUGHT BOTELLA 330ML,GUINNESS CERVEZA DRA,CR CERVERZA DEL MUND,,CERVEZ GUINN,70497875,70497875,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,96,96,LIQUOR,I,RESURTIBLE,37,0,false,false,M,1025,CERVEZA LAGER UNIDAD,6894,BEVERAGE ALCOHOL - BEER D96,LAGER,2768,GUINNESS,17707,DISTRIBUIDORA LA FLORIDA SOCIE,2016-03-21T00:00:00.000Z,2016-09-26T00:00:00.000Z,2049-12-31T00:00:00.000Z,330ML,ML,1.0,330.0,false,false,1220560,32759.83,1364.9948,,1800.0,,,,,,,,507.0,2023-01-01T00:00:00+00:00,2049-12-31T00:00:00+00:00,2023-01-01T15:02:25.391000+00:00,2026-06-29T00:00:00+00:00,2026,22
