COD_PAIS,PAIS,COD_FORMATO,FORMATO,COD_ZONA,SECUENCIA,NOMB_ZONE,COD_ESC,COD_ZNFCN,DSCRPCN_MAPEO_ZONA,PRICE_EVENT_TYPE,PRECIO_GPI_C_IMP,PRECIO_GPI_S_IMP,PRECIO_GP,PRECIO_AT,PRECIO_VENTA,TAX,STORE_NBR,ITEM,UPC,DESCRIPCION,DESCRIPCION_1,DESCRIPCION_2,DESCRIPCION_SHOP,DESCRIPCION_UPC,ITEM_PRINCIPAL_XREF,ITEM_ENLAZADO_XREF,TIPO_XREF,JUSTIFICACION_XREF,ROL_XREF,COD_DIV,DIVISION,COD_SUBDIV,SUBDIVISION,DEPT_NBR,N_DEPTO,DPTO_DESC,ESTATUS,CANAL,TIPO,SUBTIPO,ORDERBOOK,CWO,MBM,N_FINELINE,FINELINE_DESC,CATEGORY_NBR,CATEGORY_DESC,SUBCATEGORY,N_MARCA,MARCA_DESC,N_VENDOR,VENDOR_DESC,F_CREADO,F_EFECTIVA,F_FINAL,UXC_DESC,UDM,SELL_PACK_QTY,SELL_QTY,IND_BASCULA,IND_TRASTIENDA,PRODUCT_NBR,COSTO,COST_UNIT,PRECIO_EV_4K,PRECIO_FINAL,ROTACIONES,VENTAS,INVENTARIO,ORDENADO,EN_TRANSITO,EN_CD,FIJACION,TC,EFFECTIVE_DATE,EXPIRATION_DATE,LAST_CHANGE_TS,EXTRACT_DATE,EXTRACT_YR,SW,CODIGO_FAMILIA,AGRUPACION,ITEM_PRIMARIO,DESC_PRIMARIO,VENTAS_PRIMARIO,PRECIO_PRIMARIO,ESTADO_PRECIO,DIFERENCIA_PRECIO,ROTACION
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,1760.0,15.58,,,,0.13,4076,75440677,70958651489,GASEOSA RASPBERRY ROSE POPPI 355ML,POPPI GAS RAS 355 ML,CR PY POPPI RASPBERR,,POPPI RASPBE,75440677,75440677,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,20,0,true,false,M,1756,BEB SABOR REGUL PERS,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,231513,POPPI,52140,STONE CREEK CAPITAL LIMITADA,2025-11-19T00:00:00.000Z,2026-06-25T00:00:00.000Z,2049-12-31T00:00:00.000Z,355,ML,1.0,355.0,false,false,75756172,15865.2,1322.1,,1760.0,,,2,0,0,0,,507.0,2025-11-20T00:00:00+00:00,2049-12-31T00:00:00+00:00,2025-11-20T11:02:19.342000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0018,PRIMARIO,75440677,GASEOSA RASPBERRY ROSE POPPI 355ML,0,1760.0,Igual al Primario,0.0,
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,790.0,6.99,,,789.87,0.13,4076,9518760,744100352023,REFRESC GAS FANTA NARANJA LATA 354ML,FANTA NAR REF ORIG,CR S DRK CAN FT NAR,,FANTA LATA N,9518760,9518760,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1756,BEB SABOR REGUL PERS,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,2238,FANTA,18294,COCA COLA FEMSA DE COSTA RICA,1992-12-21T00:00:00.000Z,2019-10-07T00:00:00.000Z,2049-12-31T00:00:00.000Z,354ML,ML,1.0,354.0,false,false,111896,7947.4821,662.293,,790.0,3.0,2097.0,32,0,0,0,,507.0,2026-06-21T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-06-19T16:02:50.867000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0020,PRIMARIO,9518760,REFRESC GAS FANTA NARANJA LATA 354ML,2097.0,790.0,Igual al Primario,0.0,3.0
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,3000.0,26.55,,,2978.7669,0.13,4076,75078806,744100350630,COCA SIN AZUCAR 354 4PACK 1416ML,4PACK CCSA 354 LATA,CR CCSA 4PACK LATA,,4PACK CCSA,75078806,75078806,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1760,BEB PACK PERSONAL,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,1324,COCA-COLA,18294,COCA COLA FEMSA DE COSTA RICA,2023-07-27T00:00:00.000Z,2024-09-23T00:00:00.000Z,2049-12-31T00:00:00.000Z,1416ML,ML,4.0,1416.0,false,false,75095219,2211.41,2211.41,,3000.0,13.0,34269.0,,,,,/MOM,507.0,2026-06-03T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-05-27T14:01:40.436000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0021,SECUNDARIO,75078808,COCA SABOR LIGERO 354 4PACK 1416ML,61065.0,3000.0,Igual al Primario,0.0,13.0
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,940.0,8.32,,,938.0873,0.13,4076,70355359,744100350288,REFRESC COCA COLA SIN AZUCAR PET 1500ML,COCA C REF SIN AZUC,CR CC SIN AZUC,,CC SIN AZUC,70355359,70355359,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1704,BEB COLA REGUL FAMIL,6987,BEVERAGES - CARBONATED-D95,COLAS,1324,COCA-COLA,18294,COCA COLA FEMSA DE COSTA RICA,2018-09-21T00:00:00.000Z,2018-10-08T00:00:00.000Z,2049-12-31T00:00:00.000Z,1500ML,ML,1.0,1500.0,false,false,1715957,6765.0049,845.6242,,940.0,181.0,150260.0,,,,,,507.0,2026-05-27T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-05-27T19:06:37.815000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0022,PRIMARIO,70355359,REFRESC COCA COLA SIN AZUCAR PET 1500ML,150260.0,940.0,Igual al Primario,0.0,181.0
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,3000.0,26.55,,,3000.15,0.13,4076,75078808,744100350631,COCA SABOR LIGERO 354 4PACK 1416ML,4PACK CCSL 354 LATA,CR CCSL 4PACK LATA,,4PACK CCSL,75078808,75078808,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1760,BEB PACK PERSONAL,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,1324,COCA-COLA,18294,COCA COLA FEMSA DE COSTA RICA,2023-07-27T00:00:00.000Z,2024-09-23T00:00:00.000Z,2049-12-31T00:00:00.000Z,1416ML,ML,4.0,1416.0,false,false,75095222,2211.41,2211.41,,3000.0,23.0,61065.0,33,0,0,0,/MOM,507.0,2026-06-03T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-05-27T14:01:40.571000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0021,PRIMARIO,75078808,COCA SABOR LIGERO 354 4PACK 1416ML,61065.0,3000.0,Igual al Primario,0.0,23.0
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,1740.0,15.4,,,,0.13,4076,75253977,73381500336,SODA SANGARIA RAMUNE ORIGINAL 200ML,RAMUN SANGARIA ORIGI,CR RAMUNE SODA ORIGI,,RAMUNE ORIGI,75253977,75253977,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,20,0,true,false,M,1756,BEB SABOR REGUL PERS,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,230754,RAMUNE,226282,GOLDEN TRADING SA,2024-08-29T00:00:00.000Z,2026-06-25T00:00:00.000Z,2049-12-31T00:00:00.000Z,200ML,ML,1.0,200.0,false,false,75175269,23400.04,1299.9972,,1740.0,,,,,,,,507.0,2024-08-29T00:00:00+00:00,2049-12-31T00:00:00+00:00,2024-08-29T19:03:41.214000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0011,SECUNDARIO,75253976,SODA SANGARIA RAMUNE MELON 200ML,0,1740.0,Igual al Primario,0.0,
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,1360.0,12.04,,,,0.13,4076,75302245,770209002951,GAS POST MANZ GD 1500 ML,POSTO MANZ GD,CR POSTOBON MAN GD,,POST MAN GD,75302245,75302245,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,20,0,true,false,M,1754,BEB SABOR REGUL FAMI,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,50890,POSTOBON,25871,CIAMESA SA,2025-01-28T00:00:00.000Z,2025-05-01T00:00:00.000Z,2049-12-31T00:00:00.000Z,1500,ML,1.0,1500.0,false,false,2135144,11837.88,986.49,,1360.0,,,12,0,0,0,,507.0,2025-07-28T00:00:00+00:00,2049-12-31T00:00:00+00:00,2025-07-25T16:01:42.011000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0023,PRIMARIO,75302245,GAS POST MANZ GD 1500 ML,0,1360.0,Igual al Primario,0.0,
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,590.0,5.22,,,587.4452,0.13,4076,70613451,76400902848,PEPSI ZERO 600 ML PET,PEPSI ZERO REF GAS,CR PEPSI ZERO,,PEPSI ZERO,70613451,70613451,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1706,BEB COLA REGUL PERSO,6987,BEVERAGES - CARBONATED-D95,COLAS,4907,PEPSI,17707,DISTRIBUIDORA LA FLORIDA SOCIE,2018-01-30T00:00:00.000Z,2019-09-23T00:00:00.000Z,2049-12-31T00:00:00.000Z,600ML,ML,1.0,600.0,false,false,1910777,6239.9956,520.0034,,590.0,73.0,37950.0,34,108,0,0,,507.0,2026-04-29T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-04-29T19:03:59.987000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0024,PRIMARIO,70613451,PEPSI ZERO 600 ML PET,37950.0,590.0,Igual al Primario,0.0,73.0
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,MD,500.0,4.42,,,,0.13,4076,75009126,744100352072,GASEOSA FANTA NARANJA 1500ML PET,GAS FANTA NAR 1500ML,CR GAS FANTA NAR,,FANTA NAR,75009126,70029938,VIGENTE,CAMBIO DE DEPTO,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1700,BEB COLA LIGHT FAMIL,6987,BEVERAGES - CARBONATED-D95,COLAS,2238,FANTA,18294,COCA COLA FEMSA DE COSTA RICA,2023-03-03T00:00:00.000Z,2023-03-13T00:00:00.000Z,2049-12-31T00:00:00.000Z,1500ML,ML,1.0,1500.0,false,false,885404,8249.9944,1031.2493,,500.0,,,,,,,MD,507.0,2026-03-02T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-02-17T11:01:52.286000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0025,PRIMARIO,75009126,GASEOSA FANTA NARANJA 1500ML PET,0,500.0,Igual al Primario,0.0,
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,RB,1000.0,8.85,,,,0.13,4076,75002712,744100164028,GASEOSA ALMA FRESA KIWI 2000ML PET,DP GASEO FRE KIW 2L,CR GAS FRE KIW 2L,,BEB CARBO DO,75002709,75002712,VIGENTE,CAMBIO DE UPC,ENLAZADO,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,false,false,M,1750,BEB SABOR LIGHT FAMI,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,1870,DOS PINOS,17632,COOPERATIVA DE PRODUCTORES DE,2023-02-06T00:00:00.000Z,2024-12-30T00:00:00.000Z,2049-12-31T00:00:00.000Z,2.0LT,ML,1.0,2000.0,false,false,75002694,6061.32,1010.22,,1000.0,,,,,,,RB,507.0,2026-06-23T00:00:00+00:00,2026-07-06T00:00:00+00:00,2026-06-23T19:01:12.292000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0026,PRIMARIO,75002712,GASEOSA ALMA FRESA KIWI 2000ML PET,0,1000.0,Igual al Primario,0.0,
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,1180.0,10.44,,,1179.72,0.13,4076,75299659,744100350654,GINGER ALE 2500 ML RET BOT UNIVERSAL,GINGER ALE RETORN,CR GIN RETORNABLE,,GIN RETORNAB,75299659,75299659,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1702,BEB COLA LIGHT PERSO,6987,BEVERAGES - CARBONATED-D95,COLAS,969,CANADA DRY,18294,COCA COLA FEMSA DE COSTA RICA,2025-01-21T00:00:00.000Z,2025-02-03T00:00:00.000Z,2049-12-31T00:00:00.000Z,2500,ML,1.0,2500.0,false,false,75543276,9239.9987,1154.9956,,1180.0,17.0,17748.0,30,0,0,0,/MOM,507.0,2026-05-06T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-05-06T19:03:04.483000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0027,PRIMARIO,75299659,GINGER ALE 2500 ML RET BOT UNIVERSAL,17748.0,1180.0,Igual al Primario,0.0,17.0
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,850.0,7.52,,,842.8884,0.13,4076,9517871,744100354548,GASEOSA FRESCA TORONJA 600ML,FRESCA TORONJA GASEO,CR S DRK FRESCA,,FRESCA 600,9517871,9517871,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1756,BEB SABOR REGUL PERS,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,2441,FRESCA,18294,COCA COLA FEMSA DE COSTA RICA,1995-09-08T00:00:00.000Z,2008-06-16T00:00:00.000Z,2049-12-31T00:00:00.000Z,600ML,ML,1.0,600.0,false,false,110498,8813.5593,734.4661,,850.0,37.0,27599.0,41,0,0,0,,507.0,2026-06-11T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-06-11T19:01:16.867000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0028,PRIMARIO,9517871,GASEOSA FRESCA TORONJA 600ML,27599.0,850.0,Igual al Primario,0.0,37.0
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,MD,750.0,6.64,,,,0.13,4076,75333001,744507200668,BIG C ROJA 3030ML,BIG ROJA 3030ML,CR BIG ROJA 3030 ML,,BIGROJA,75333001,75333001,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,20,0,true,false,M,1704,BEB COLA REGUL FAMIL,6987,BEVERAGES - CARBONATED-D95,COLAS,702,BIG COLA,24082,AJECEN DEL SUR S.A.,2025-03-18T00:00:00.000Z,2025-04-02T00:00:00.000Z,2049-12-31T00:00:00.000Z,3030,ML,6.0,3030.0,false,false,75588877,6278.28,1046.38,,750.0,,,,,,,MD,507.0,2025-10-12T00:00:00+00:00,2049-12-31T00:00:00+00:00,2025-10-12T15:01:16.176000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0029,SECUNDARIO,75234456,BEBIDA GAS BIG COLA 3030ML,0,1300.0,Diferente al Primario,-550.0,
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,2500.0,22.12,,,2022.1927,0.13,4076,9539480,744100352015,REFRESCO GASEOSA FANTA NARANJA 3000ML,FANTA NARANJA REFRES,CR FANTA NARANJ,,FANTA NARANJ,9539480,9539480,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1754,BEB SABOR REGUL FAMI,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,2238,FANTA,18294,COCA COLA FEMSA DE COSTA RICA,2009-09-25T00:00:00.000Z,2009-10-05T00:00:00.000Z,2049-12-31T00:00:00.000Z,3000ML,ML,1.0,3000.0,false,false,235119,11409.7456,1901.6205,,2500.0,49.0,87688.0,33,0,0,0,/MOM,507.0,2026-04-06T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-04-01T11:02:25.323000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0030,PRIMARIO,9539480,REFRESCO GASEOSA FANTA NARANJA 3000ML,87688.0,2500.0,Igual al Primario,0.0,49.0
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,1310.0,11.59,,,1288.0117,0.13,4076,75046964,744100350594,FANTA KOLITA BOT RETORNABLE 2500ML,FANTA KOLITA RETORN,CR FANTA COLITA RETO,,FANTA KO RET,75046964,75046964,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1754,BEB SABOR REGUL FAMI,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,2238,FANTA,18294,COCA COLA FEMSA DE COSTA RICA,2023-06-06T00:00:00.000Z,2023-09-04T00:00:00.000Z,2049-12-31T00:00:00.000Z,2500ML,ML,1.0,2500.0,false,false,75059771,9239.9987,1154.9956,,1310.0,6.0,6839.0,28,0,0,0,,507.0,2026-05-21T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-05-21T11:01:49.637000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0031,SECUNDARIO,75046963,FANTA NARANJA BOT RETORNABLE 2500ML,11474.0,1310.0,Igual al Primario,0.0,6.0
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,2800.0,24.78,,,,0.13,4076,70250590,85624800050,BEBIDA EN POLVO LIO TE LIMON 1000GR,LIO BEB TE LIMON DP,CR LIOTE LIMON,,LIO TE LIMON,70299187,70250590,VIGENTE,CLASIFICAR,ENLAZADO,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,20,0,false,false,M,1754,BEB SABOR REGUL FAMI,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,3747,LIO,18200,PRODUCTOS LIO SA,2014-03-06T00:00:00.000Z,2014-03-24T00:00:00.000Z,2049-12-31T00:00:00.000Z,1000GR,GR,1.0,1000.0,false,false,1037824,38171.4,1908.57,,2800.0,,,,,,,,507.0,2026-06-21T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-06-19T16:03:01.135000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0032,PRIMARIO,70250590,BEBIDA EN POLVO LIO TE LIMON 1000GR,0,2800.0,Igual al Primario,0.0,
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,2000.0,17.7,,,1990.7281,0.13,4076,70434480,744100350287,COCA COLA SIN AZUCAR 3000 ML PET,COCA S AZU 3L PET,CR COCA S AZU 3L PET,,CC S AZU 3L,70434480,70434480,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1704,BEB COLA REGUL FAMIL,6987,BEVERAGES - CARBONATED-D95,COLAS,1324,COCA-COLA,18294,COCA COLA FEMSA DE COSTA RICA,2021-09-23T00:00:00.000Z,2022-10-24T00:00:00.000Z,2049-12-31T00:00:00.000Z,3000ML,ML,,3000.0,false,false,106198,9781.5173,1630.251,,2000.0,143.0,251924.0,104,0,0,0,/MOM,507.0,2026-04-26T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-04-26T15:01:28.773000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0033,PRIMARIO,70434480,COCA COLA SIN AZUCAR 3000 ML PET,251924.0,2000.0,Igual al Primario,0.0,143.0
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,800.0,7.08,680.0,,703.9321,0.13,4076,9523443,744100904315,REFRESC GAS EVERVESS SODA PET 600ML,EVERVESS REFRESC GAS,CR ACEITE NATUR HARM,,EVERVSODA600,9523443,9523443,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1756,BEB SABOR REGUL PERS,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,2175,EVERVESS,17707,DISTRIBUIDORA LA FLORIDA SOCIE,2008-12-13T00:00:00.000Z,2008-12-29T00:00:00.000Z,2049-12-31T00:00:00.000Z,600ML,ML,1.0,600.0,false,false,155303,7539.36,628.28,,800.0,39.0,24295.0,,,,,/GP/MOM,507.0,2026-06-23T00:00:00+00:00,2026-07-06T00:00:00+00:00,2026-06-23T19:00:59.464000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0034,SECUNDARIO,9521273,REFRESC GAS EVERVESS SODA QUINA 600ML,60389.0,820.0,Diferente al Primario,-20.0,39.0
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,3560.0,31.5,,,3559.5,0.13,4076,75152246,744100350660,REFRESC GAS COCA COLA ZERO 8P 2840ML,COCA SIN AZUCAR 8P,CR COCA SIN AZUCA 8P,,COCA SIN AZU,75152246,75152246,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,P,1702,BEB COLA LIGHT PERSO,6987,BEVERAGES - CARBONATED-D95,COLAS,1324,COCA-COLA,18294,COCA COLA FEMSA DE COSTA RICA,2023-12-28T00:00:00.000Z,2024-09-23T00:00:00.000Z,2049-12-31T00:00:00.000Z,2840ML,ML,8.0,2840.0,false,false,75191337,2849.86,2849.86,,3560.0,10.0,31500.0,17,0,0,0,,507.0,2026-06-11T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-06-11T19:01:34.497000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0035,PRIMARIO,75152246,REFRESC GAS COCA COLA ZERO 8P 2840ML,31500.0,3560.0,Igual al Primario,0.0,10.0
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,2190.0,19.38,,,,0.13,4076,75302248,770209006008,2 PK GAS MAN UVA 3000 ML,2 PK MAN UVA POS,CR POST MAN UVA,,2PK MAN UVA,75302248,75302248,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,20,0,true,false,P,1754,BEB SABOR REGUL FAMI,6987,BEVERAGES - CARBONATED-D95,FLAVORED-D95,50890,POSTOBON,25871,CIAMESA SA,2025-01-28T00:00:00.000Z,2025-05-01T00:00:00.000Z,2049-12-31T00:00:00.000Z,3000,ML,1.0,3000.0,false,false,75547292,1595.56,1595.56,,2190.0,,,,,,,,507.0,2025-01-29T00:00:00+00:00,2049-12-31T00:00:00+00:00,2025-01-29T11:01:45.933000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0036,SECUNDARIO,75302247,2 PK GAS MAN COL 3000 ML,0,2190.0,Igual al Primario,0.0,
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,640.0,5.66,,,,0.13,4076,75382606,63736410120,COLAKOLASHALERREFRESCO 354ML,COLAKOLASHALER354ML,CRKOLASHALER354ML,,KOLASHALER,75382606,75210917,VIGENTE,CAMBIO DE VENDOR,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,20,0,true,false,M,1706,BEB COLA REGUL PERSO,6987,BEVERAGES - CARBONATED-D95,COLAS,14608,KOLA SHALER,52359,3101846977 SOCIEDAD ANONIMA,2025-07-08T00:00:00.000Z,2025-09-01T00:00:00.000Z,2049-12-31T00:00:00.000Z,354,ML,24.0,354.0,false,false,75293930,11526.0,480.25,,640.0,,,,,,,,507.0,2025-07-09T00:00:00+00:00,2049-12-31T00:00:00+00:00,2025-07-09T11:01:27.707000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0037,SECUNDARIO,75210917,COLA KOLA SHALER 354ML,0,640.0,Igual al Primario,0.0,
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,850.0,7.52,,,848.4986,0.13,4076,9510535,744100357348,REFRESC GAS GINGER ALE LIGHT PET 600ML,CANADA DRY GINGER,CR S DRK GIN LIGHT,,GIN LIGH 600,9510535,9510535,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1702,BEB COLA LIGHT PERSO,6987,BEVERAGES - CARBONATED-D95,COLAS,969,CANADA DRY,18294,COCA COLA FEMSA DE COSTA RICA,2004-09-10T00:00:00.000Z,2008-06-16T00:00:00.000Z,2049-12-31T00:00:00.000Z,600ML,ML,1.0,600.0,false,false,91280,8813.5593,734.4661,,850.0,129.0,96864.0,,,,,,507.0,2026-06-11T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-06-11T19:01:16.686000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0038,PRIMARIO,9510535,REFRESC GAS GINGER ALE LIGHT PET 600ML,96864.0,850.0,Igual al Primario,0.0,129.0
1,CR,4,SUPERMERCADOS,10004,26,SAN JOSE,1,1,MAPEO ABCO,SB,840.0,7.43,,,836.8027,0.13,4076,9515085,744100350523,REFRES GAS COCA COLA LIGHT LATA 354ML,COCA C REF LIGHT LAT,CR S DRK CAN COKE LI,,COCA LIG L,9515085,9515085,NO_XREF,N/A,PRINCIPAL,100,ABARROTES,102,BEBIDAS PLUS,95,95,DSD GROCERY,A,RESURTIBLE,37,0,true,false,M,1702,BEB COLA LIGHT PERSO,6987,BEVERAGES - CARBONATED-D95,COLAS,1324,COCA-COLA,18294,COCA COLA FEMSA DE COSTA RICA,1999-01-12T00:00:00.000Z,2008-06-16T00:00:00.000Z,2049-12-31T00:00:00.000Z,354ML,ML,1.0,354.0,false,false,106208,7811.9951,651.0043,,840.0,30.0,22216.0,3,0,0,0,,507.0,2026-06-10T00:00:00+00:00,2049-12-31T00:00:00+00:00,2026-06-10T19:03:43.085000+00:00,2026-06-29T00:00:00+00:00,2026,22,FAM_1_4_10004_0039,PRIMARIO,9515085,REFRES GAS COCA COLA LIGHT LATA 354ML,22216.0,840.0,Igual al Primario,0.0,30.0
