PAIS,Formato,ZONA,CODIGO_FAMILIA,DESC_PRIMARIO,MARCA,CATEGORIA,SKU_PRIMARIO,PRECIO_PRIMARIO,VENTAS_PRIMARIO,ROTACIONES_PRIMARIO,TOTAL_SKUS,SKUS_VALIDOS,SKUS_PACK_GRAMAJE,PRECIOS_DISTINTOS,SKUS_ALINEADOS,SKUS_NO_ALINEADOS,PCT_ALINEACION,TIENE_SKU_PRIMARIO,SKUS_SIN_PRECIO,SKUS_SIN_VENTAS,VENTAS_FAMILIA,ESTADOS_PRESENTES
GT,BODEGAS,B - NARANJA,70413177,REFRESC GAS COCA COLA ORIGINAL LAT 355ML,SPRITE,BEVERAGES - CARBONATED-D95,70413177,5.05,17291.29,3852.0,24,24,0,6,4,20,16.67,1,0,3,63925.509999999995,Diferente al Primario | Igual al Primario
GT,BODEGAS,C - AMARILLA,70413177,REFRESC GAS COCA COLA ORIGINAL LAT 355ML,SPRITE,BEVERAGES - CARBONATED-D95,70413177,5.05,1546.47,344.0,24,24,0,5,4,20,16.67,1,0,6,18162.269999999997,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,70413177,REFRESC GAS COCA COLA ORIGINAL LAT 355ML,SPRITE,BEVERAGES - CARBONATED-D95,70413177,5.05,2499.36,558.0,24,24,0,4,4,20,16.67,1,0,3,8690.929999999998,Diferente al Primario | Igual al Primario
GT,BODEGAS,E - AZUL,70413177,REFRESC GAS COCA COLA ORIGINAL LAT 355ML,SPRITE,BEVERAGES - CARBONATED-D95,70413177,5.05,345.02,77.0,24,24,0,5,4,20,16.67,1,0,8,4451.970000000001,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,D - VERDE,70413177,REFRESC GAS COCA COLA ORIGINAL LAT 355ML,SPRITE,BEVERAGES - CARBONATED-D95,70413177,5.0,85.15,20.0,24,24,0,6,5,19,20.83,1,0,15,44679.27,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,B - NARANJA,70413177,REFRESC GAS COCA COLA ORIGINAL LAT 355ML,SPRITE,BEVERAGES - CARBONATED-D95,70413177,5.0,9170.99,2061.0,24,24,0,5,5,19,20.83,1,0,3,23825.34,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,E - AZUL,70413177,REFRESC GAS COCA COLA ORIGINAL LAT 355ML,SPRITE,BEVERAGES - CARBONATED-D95,70413177,5.0,0.0,0.0,24,24,0,6,5,19,20.83,1,0,16,3321.609999999999,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,B - NARANJA,70478710,CERVEZA EL ZAPOTE SCOTTISH ALE BOT 350ML,EL ZAPOTE,BEVERAGE ALCOHOL - BEER D96,70478710,11.0,0.0,0.0,22,22,0,2,4,18,18.18,1,0,10,512.31,Diferente al Primario | Igual al Primario
CR,WALMART,HEREDIA - GAM,70094939,TINTE IGORA VITAL RUBIO CLAR CE 8 1 50ML,IGORA VITAL,HAIR CARE - COLOR D02,70094939,5400.0,19116.0,4.0,17,17,0,3,1,16,5.88,1,0,5,179197.0,Diferente al Primario | Igual al Primario
GT,DESCUENTO,B - NARANJA,70413177,REFRESC GAS COCA COLA ORIGINAL LAT 355ML,SPRITE,BEVERAGES - CARBONATED-D95,70413177,5.05,25629.04,5700.0,20,20,0,6,4,16,20.0,1,0,2,59042.05000000001,Diferente al Primario | Igual al Primario
GT,DESCUENTO,C - AMARILLA,70413177,REFRESC GAS COCA COLA ORIGINAL LAT 355ML,SPRITE,BEVERAGES - CARBONATED-D95,70413177,5.05,10991.57,2452.0,20,20,0,5,4,16,20.0,1,0,4,40221.81999999999,Diferente al Primario | Igual al Primario
GT,DESCUENTO,A - ROJA,70413177,REFRESC GAS COCA COLA ORIGINAL LAT 355ML,SPRITE,BEVERAGES - CARBONATED-D95,70413177,5.05,9621.42,2145.0,20,20,0,5,4,16,20.0,1,0,4,28637.589999999997,Diferente al Primario | Igual al Primario
GT,DESCUENTO,E - AZUL,70413177,REFRESC GAS COCA COLA ORIGINAL LAT 355ML,SPRITE,BEVERAGES - CARBONATED-D95,70413177,5.05,7641.59,1699.0,20,20,0,4,4,16,20.0,1,0,7,20209.7,Diferente al Primario | Igual al Primario
HN,DESCUENTO,A - ROJA,75202545,ZUKO FRESA 13GR,ZUKO,BEVERAGES - FLAVORED-D95,75202545,1.0,690.0,115.0,19,19,0,3,4,15,21.05,1,0,0,31190.879999999997,Diferente al Primario | Igual al Primario
GT,BODEGAS,B - NARANJA,75185361,RTD KARMA PINA COLADA 350ML,KARMA,BEVERAGE ALCOHOL - COCKTAIL D96,75185361,6.15,393.97,73.0,16,16,0,5,1,15,6.25,1,0,1,3816.92,Diferente al Primario | Igual al Primario
GT,BODEGAS,C - AMARILLA,75185361,RTD KARMA PINA COLADA 350ML,KARMA,BEVERAGE ALCOHOL - COCKTAIL D96,75185361,6.15,80.65,15.0,16,16,0,5,1,15,6.25,1,0,8,2426.14,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,75185361,RTD KARMA PINA COLADA 350ML,KARMA,BEVERAGE ALCOHOL - COCKTAIL D96,75185361,6.15,146.53,27.0,16,16,0,5,1,15,6.25,1,0,10,560.31,Diferente al Primario | Igual al Primario
GT,BODEGAS,E - AZUL,75185361,RTD KARMA PINA COLADA 350ML,KARMA,BEVERAGE ALCOHOL - COCKTAIL D96,75185361,6.15,164.7,30.0,16,16,0,3,1,15,6.25,1,0,11,274.9,Diferente al Primario | Igual al Primario
CR,BODEGAS,RURAL NORTE,70448102,TINTE KOLESTON KIT 67 CHOCOLATE 1 UN,KOLESTON PERFECT,HAIR CARE - COLOR D02,70448102,7010.0,60509.0,10.0,20,20,0,3,7,13,35.0,1,0,3,525318.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,ALAJUELA - GAM,70448102,TINTE KOLESTON KIT 67 CHOCOLATE 1 UN,KOLESTON PERFECT,HAIR CARE - COLOR D02,70448102,7710.0,25142.0,4.0,20,20,0,3,7,13,35.0,1,0,3,366239.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,GUANACASTE,70448102,TINTE KOLESTON KIT 67 CHOCOLATE 1 UN,KOLESTON PERFECT,HAIR CARE - COLOR D02,70448102,7010.0,31020.0,5.0,20,20,0,3,7,13,35.0,1,0,5,295210.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,CARTAGO,70448102,TINTE KOLESTON KIT 67 CHOCOLATE 1 UN,KOLESTON PERFECT,HAIR CARE - COLOR D02,70448102,6990.0,18558.0,3.0,20,20,0,3,7,13,35.0,1,0,4,246597.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,PACIFICO CENTRAL,70448102,TINTE KOLESTON KIT 67 CHOCOLATE 1 UN,KOLESTON PERFECT,HAIR CARE - COLOR D02,70448102,7130.0,18299.0,3.0,20,20,0,3,7,13,35.0,1,0,5,231020.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,PACIFICO SUR,70448102,TINTE KOLESTON KIT 67 CHOCOLATE 1 UN,KOLESTON PERFECT,HAIR CARE - COLOR D02,70448102,7120.0,12602.0,2.0,20,20,0,3,7,13,35.0,1,0,8,188445.0,Diferente al Primario | Igual al Primario
GT,WALMART,B - NARANJA,70413177,REFRESC GAS COCA COLA ORIGINAL LAT 355ML,SPRITE,BEVERAGES - CARBONATED-D95,70413177,5.35,2975.04,625.0,17,17,0,5,4,13,23.53,1,0,2,25778.71,Diferente al Primario | Igual al Primario
GT,WALMART,D - VERDE,70413177,REFRESC GAS COCA COLA ORIGINAL LAT 355ML,SPRITE,BEVERAGES - CARBONATED-D95,70413177,5.35,0.0,0.0,17,17,0,6,4,13,23.53,1,0,9,19218.15,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,D - VERDE,75300170,VUDU CARRIBEAN PUNCH BT 350ML,VUDU,BEVERAGE ALCOHOL - BEER D96,75300170,8.35,268.56,36.0,16,16,0,2,3,13,18.75,1,0,13,716.16,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,E - AZUL,75300170,VUDU CARRIBEAN PUNCH BT 350ML,VUDU,BEVERAGE ALCOHOL - BEER D96,75300170,8.35,111.9,15.0,16,16,0,2,3,13,18.75,1,0,15,111.9,Diferente al Primario | Igual al Primario
CR,WALMART,SAN JOSE,75439833,AGUA SPARKLING FRAMB NEGRA 502.8ML,SPARKLING ICE,BEVERAGES - WATER-D95,75439833,1000.0,185589.0,210.0,15,15,0,4,3,12,20.0,1,0,0,959524.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,SAN JOSE,75439833,AGUA SPARKLING FRAMB NEGRA 502.8ML,SPARKLING ICE,BEVERAGES - WATER-D95,75439833,1190.0,155538.0,148.0,15,15,0,4,3,12,20.0,1,0,0,953480.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,HEREDIA - GAM,75439833,AGUA SPARKLING FRAMB NEGRA 502.8ML,SPARKLING ICE,BEVERAGES - WATER-D95,75439833,1190.0,88452.0,84.0,15,15,0,4,3,12,20.0,1,0,0,546228.0,Diferente al Primario | Igual al Primario
CR,WALMART,SAN JOSE,70094939,TINTE IGORA VITAL RUBIO CLAR CE 8 1 50ML,IGORA VITAL,HAIR CARE - COLOR D02,70094939,5440.0,33698.0,7.0,17,17,0,2,5,12,29.41,1,0,3,540416.0,Diferente al Primario | Igual al Primario
CR,WALMART,HEREDIA - GAM,75439833,AGUA SPARKLING FRAMB NEGRA 502.8ML,SPARKLING ICE,BEVERAGES - WATER-D95,75439833,1000.0,63632.0,72.0,15,15,0,4,3,12,20.0,1,0,0,262551.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,LIMON,70448102,TINTE KOLESTON KIT 67 CHOCOLATE 1 UN,KOLESTON PERFECT,HAIR CARE - COLOR D02,70448102,7110.0,0.0,0.0,20,20,0,3,8,12,40.0,1,0,7,222170.0,Diferente al Primario | Igual al Primario
CR,WALMART,GUANACASTE,75439833,AGUA SPARKLING FRAMB NEGRA 502.8ML,SPARKLING ICE,BEVERAGES - WATER-D95,75439833,1000.0,14160.0,16.0,15,15,0,4,3,12,20.0,1,0,1,222106.0,Diferente al Primario | Igual al Primario
CR,WALMART,CARTAGO,75439833,AGUA SPARKLING FRAMB NEGRA 502.8ML,SPARKLING ICE,BEVERAGES - WATER-D95,75439833,1000.0,30090.0,34.0,15,15,0,4,3,12,20.0,1,0,0,170215.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,RURAL NORTE,75439833,AGUA SPARKLING FRAMB NEGRA 502.8ML,SPARKLING ICE,BEVERAGES - WATER-D95,75439833,1190.0,20007.0,19.0,15,15,0,4,3,12,20.0,1,0,0,158122.0,Diferente al Primario | Igual al Primario
CR,WALMART,ALAJUELA - GAM,75439833,AGUA SPARKLING FRAMB NEGRA 502.8ML,SPARKLING ICE,BEVERAGES - WATER-D95,75439833,1000.0,24780.0,28.0,15,15,0,4,3,12,20.0,1,0,1,146671.0,Diferente al Primario | Igual al Primario
CR,WALMART,CARTAGO,70094939,TINTE IGORA VITAL RUBIO CLAR CE 8 1 50ML,IGORA VITAL,HAIR CARE - COLOR D02,70094939,5440.0,18775.0,4.0,17,17,0,2,5,12,29.41,1,0,4,134513.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,CARTAGO,75439833,AGUA SPARKLING FRAMB NEGRA 502.8ML,SPARKLING ICE,BEVERAGES - WATER-D95,75439833,1190.0,24159.0,28.0,15,15,0,4,3,12,20.0,1,0,0,123575.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,LIMON,75439833,AGUA SPARKLING FRAMB NEGRA 502.8ML,SPARKLING ICE,BEVERAGES - WATER-D95,75439833,1190.0,17901.0,17.0,15,15,0,4,3,12,20.0,1,0,1,115308.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,ALAJUELA - GAM,75439833,AGUA SPARKLING FRAMB NEGRA 502.8ML,SPARKLING ICE,BEVERAGES - WATER-D95,75439833,1190.0,16848.0,16.0,15,15,0,4,3,12,20.0,1,0,1,106831.0,Diferente al Primario | Igual al Primario
CR,WALMART,PACIFICO SUR,75439833,AGUA SPARKLING FRAMB NEGRA 502.8ML,SPARKLING ICE,BEVERAGES - WATER-D95,75439833,1000.0,13275.0,15.0,15,15,0,4,3,12,20.0,1,0,2,101936.0,Diferente al Primario | Igual al Primario
CR,WALMART,RURAL NORTE,75439833,AGUA SPARKLING FRAMB NEGRA 502.8ML,SPARKLING ICE,BEVERAGES - WATER-D95,75439833,1000.0,7965.0,9.0,15,15,0,4,3,12,20.0,1,0,0,85530.0,Diferente al Primario | Igual al Primario
CR,WALMART,ALAJUELA - GAM,70094939,TINTE IGORA VITAL RUBIO CLAR CE 8 1 50ML,IGORA VITAL,HAIR CARE - COLOR D02,70094939,5440.0,0.0,0.0,17,17,0,2,5,12,29.41,1,0,9,62532.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,PACIFICO CENTRAL,75439833,AGUA SPARKLING FRAMB NEGRA 502.8ML,SPARKLING ICE,BEVERAGES - WATER-D95,75439833,1190.0,5265.0,5.0,15,15,0,4,3,12,20.0,1,0,4,55014.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,GUANACASTE,75439833,AGUA SPARKLING FRAMB NEGRA 502.8ML,SPARKLING ICE,BEVERAGES - WATER-D95,75439833,1190.0,7371.0,7.0,15,15,0,4,3,12,20.0,1,0,6,38199.0,Diferente al Primario | Igual al Primario
CR,WALMART,RURAL NORTE,70094939,TINTE IGORA VITAL RUBIO CLAR CE 8 1 50ML,IGORA VITAL,HAIR CARE - COLOR D02,70094939,5440.0,0.0,0.0,17,17,0,2,5,12,29.41,1,0,13,29096.0,Diferente al Primario | Igual al Primario
CR,WALMART,PACIFICO SUR,70094939,TINTE IGORA VITAL RUBIO CLAR CE 8 1 50ML,IGORA VITAL,HAIR CARE - COLOR D02,70094939,5440.0,0.0,0.0,17,17,0,2,5,12,29.41,1,0,14,24282.0,Diferente al Primario | Igual al Primario
CR,WALMART,GUANACASTE,70094939,TINTE IGORA VITAL RUBIO CLAR CE 8 1 50ML,IGORA VITAL,HAIR CARE - COLOR D02,70094939,5440.0,4814.0,1.0,17,17,0,2,5,12,29.41,1,0,14,14548.0,Diferente al Primario | Igual al Primario
SV,SUPERMERCADOS,C - AMARILLA,70684861,TINTE IGORAVITAL 102 RUBIO PLATINO 50ML,IGORA VITAL,HAIR CARE - COLOR D02,70684861,5.8,35.91,7.0,17,17,0,4,5,12,29.41,1,0,3,392.6599999999999,Diferente al Primario | Igual al Primario
SV,SUPERMERCADOS,B - NARANJA,70684861,TINTE IGORAVITAL 102 RUBIO PLATINO 50ML,IGORA VITAL,HAIR CARE - COLOR D02,70684861,5.8,25.65,5.0,17,17,0,7,5,12,29.41,1,0,10,149.19,Diferente al Primario | Igual al Primario
SV,SUPERMERCADOS,SV ORIENTE,70684861,TINTE IGORAVITAL 102 RUBIO PLATINO 50ML,IGORA VITAL,HAIR CARE - COLOR D02,70684861,5.8,10.26,2.0,17,17,0,3,5,12,29.41,1,0,6,107.96999999999997,Diferente al Primario | Igual al Primario
CR,BODEGAS,SAN JOSE,70448102,TINTE KOLESTON KIT 67 CHOCOLATE 1 UN,KOLESTON PERFECT,HAIR CARE - COLOR D02,70448102,7480.0,99285.0,15.0,20,20,0,3,9,11,45.0,1,0,3,1011096.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,CARTAGO,70054614,TINTE PALETTE CC 5 68 CHOCOLATE 50ML,PALETTE COLOR CREME,HAIR CARE - COLOR D02,70054614,5020.0,12025.0,3.0,14,14,0,5,3,11,21.43,1,0,8,50653.0,Diferente al Primario | Igual al Primario
GT,WALMART,B - NARANJA,283874,DEO NIVEA SPRAY FEM TONO NAT CLASS 150ML,NIVEA,DEODORANTS Y ANTIPERSPIRANT D02,283874,25.0,3323.45,149.0,12,12,0,4,1,11,8.33,1,0,0,10729.710000000001,Diferente al Primario | Igual al Primario
HN,BODEGAS,B - NARANJA,75005331,SUEROX BEBIDA HIDRATAN ADUL MANZAN 630ML,SUEROX,BEVERAGE-HYDRATE&ENERGY-D95,75005331,71.5,0.0,0.0,14,14,0,2,3,11,21.43,1,0,8,10713.830000000002,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,D - VERDE,283874,DEO NIVEA SPRAY FEM TONO NAT CLASS 150ML,NIVEA,DEODORANTS Y ANTIPERSPIRANT D02,283874,25.0,2098.08,94.0,12,12,0,5,1,11,8.33,1,0,0,8250.16,Diferente al Primario | Igual al Primario
GT,WALMART,D - VERDE,283874,DEO NIVEA SPRAY FEM TONO NAT CLASS 150ML,NIVEA,DEODORANTS Y ANTIPERSPIRANT D02,283874,25.0,1874.88,84.0,12,12,0,4,1,11,8.33,1,0,0,7840.55,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,GUANACASTE,70054614,TINTE PALETTE CC 5 68 CHOCOLATE 50ML,PALETTE COLOR CREME,HAIR CARE - COLOR D02,70054614,5010.0,0.0,0.0,14,14,0,5,3,11,21.43,1,0,13,7585.0,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,B - NARANJA,283874,DEO NIVEA SPRAY FEM TONO NAT CLASS 150ML,NIVEA,DEODORANTS Y ANTIPERSPIRANT D02,283874,25.0,1760.15,79.0,12,12,0,4,1,11,8.33,1,0,0,6813.220000000001,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,D - VERDE,75277066,MOREFRUIT MANZANA LATA 330ML,DEL VALLE,BEVERAGES - JUICES-D95,75277066,4.6,814.03,200.0,15,15,0,3,4,11,26.67,1,0,10,2460.62,Diferente al Primario | Igual al Primario
HN,SUPERMERCADOS,A - ROJA,75005331,SUEROX BEBIDA HIDRATAN ADUL MANZAN 630ML,SUEROX,BEVERAGE-HYDRATE&ENERGY-D95,75005331,75.4,0.0,0.0,14,14,0,2,3,11,21.43,1,0,11,581.6,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,E - AZUL,75277066,MOREFRUIT MANZANA LATA 330ML,DEL VALLE,BEVERAGES - JUICES-D95,75277066,4.6,69.87,17.0,15,15,0,3,4,11,26.67,1,0,10,250.33,Diferente al Primario | Igual al Primario
GT,BODEGAS,C - AMARILLA,75300170,VUDU CARRIBEAN PUNCH BT 350ML,VUDU,BEVERAGE ALCOHOL - BEER D96,75300170,8.0,92.82,13.0,14,14,0,2,3,11,21.43,1,0,11,207.06,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,75300170,VUDU CARRIBEAN PUNCH BT 350ML,VUDU,BEVERAGE ALCOHOL - BEER D96,75300170,8.0,35.7,5.0,14,14,0,2,3,11,21.43,1,0,12,78.54,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,SAN JOSE,70054614,TINTE PALETTE CC 5 68 CHOCOLATE 50ML,PALETTE COLOR CREME,HAIR CARE - COLOR D02,70054614,5250.0,45982.0,11.0,14,14,0,4,4,10,28.57,1,0,2,579012.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,HEREDIA - GAM,70448102,TINTE KOLESTON KIT 67 CHOCOLATE 1 UN,KOLESTON PERFECT,HAIR CARE - COLOR D02,70448102,7480.0,31148.0,5.0,20,20,0,2,10,10,50.0,1,0,2,342908.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,HEREDIA - GAM,70054614,TINTE PALETTE CC 5 68 CHOCOLATE 50ML,PALETTE COLOR CREME,HAIR CARE - COLOR D02,70054614,5250.0,21522.0,5.0,14,14,0,4,4,10,28.57,1,0,5,145868.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,ALAJUELA - GAM,70054614,TINTE PALETTE CC 5 68 CHOCOLATE 50ML,PALETTE COLOR CREME,HAIR CARE - COLOR D02,70054614,5250.0,7584.0,2.0,14,14,0,4,4,10,28.57,1,0,6,107680.0,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,D - VERDE,9628511,CERVEZA GALLO LATA 472ML,GALLO,BEVERAGE ALCOHOL - BEER D96,9628511,9.0,30560.04,3801.0,11,11,0,4,1,10,9.09,1,0,9,30934.55,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,PACIFICO CENTRAL,70054614,TINTE PALETTE CC 5 68 CHOCOLATE 50ML,PALETTE COLOR CREME,HAIR CARE - COLOR D02,70054614,5250.0,0.0,0.0,14,14,0,4,4,10,28.57,1,0,10,28070.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,LIMON,70054614,TINTE PALETTE CC 5 68 CHOCOLATE 50ML,PALETTE COLOR CREME,HAIR CARE - COLOR D02,70054614,5250.0,0.0,0.0,14,14,0,4,4,10,28.57,1,0,11,16151.0,Diferente al Primario | Igual al Primario
HN,DESCUENTO,A - ROJA,75063589,GASEOSA LINK BANANA 1250 LITROS,LINK,BEVERAGES - CARBONATED-D95,75063589,22.8,4483.39,234.0,12,12,0,4,2,10,16.67,1,0,9,11226.85,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,RURAL NORTE,70054614,TINTE PALETTE CC 5 68 CHOCOLATE 50ML,PALETTE COLOR CREME,HAIR CARE - COLOR D02,70054614,5250.0,4646.0,1.0,14,14,0,4,4,10,28.57,1,0,12,9292.0,Diferente al Primario | Igual al Primario
HN,BODEGAS,A - ROJA,75063589,GASEOSA LINK BANANA 1250 LITROS,LINK,BEVERAGES - CARBONATED-D95,75063589,22.8,2943.48,148.0,12,12,0,4,2,10,16.67,1,0,9,7782.4,Diferente al Primario | Igual al Primario
HN,BODEGAS,B - NARANJA,75063589,GASEOSA LINK BANANA 1250 LITROS,LINK,BEVERAGES - CARBONATED-D95,75063589,22.8,3407.23,174.0,12,12,0,4,2,10,16.67,1,0,9,7575.150000000001,Diferente al Primario | Igual al Primario
HN,BODEGAS,A - ROJA,75005331,SUEROX BEBIDA HIDRATAN ADUL MANZAN 630ML,SUEROX,BEVERAGE-HYDRATE&ENERGY-D95,75005331,71.5,0.0,0.0,14,14,0,2,4,10,28.57,1,0,8,6391.4400000000005,Diferente al Primario | Igual al Primario
HN,WALMART,C - AMARILLA,75063589,GASEOSA LINK BANANA 1250 LITROS,LINK,BEVERAGES - CARBONATED-D95,75063589,20.7,0.0,0.0,12,12,0,4,2,10,16.67,1,0,9,3257.04,Diferente al Primario | Igual al Primario
HN,WALMART,A - ROJA,75063589,GASEOSA LINK BANANA 1250 LITROS,LINK,BEVERAGES - CARBONATED-D95,75063589,22.5,812.25,41.0,12,12,0,5,2,10,16.67,1,0,9,2496.41,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,E - AZUL,9628511,CERVEZA GALLO LATA 472ML,GALLO,BEVERAGE ALCOHOL - BEER D96,9628511,9.0,1969.8,245.0,11,11,0,4,1,10,9.09,1,0,9,1994.97,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,70134543,CARNAVAL NARANJADA 2 LITROS,CARNAVAL,BEVERAGES - CARBONATED-D95,70134543,9.8,112.89,13.0,15,15,0,2,5,10,33.33,1,0,14,112.89,Diferente al Primario | Igual al Primario
SV,BODEGAS,SV ORIENTE,70684861,TINTE IGORAVITAL 102 RUBIO PLATINO 50ML,IGORA VITAL,HAIR CARE - COLOR D02,70684861,5.55,0.0,0.0,12,12,0,6,2,10,16.67,1,0,7,49.78,Diferente al Primario | Igual al Primario
CR,BODEGAS,SAN JOSE,75012957,DESOD DOVE BARRA CAB CUID TOTAL 45GR,DOVE,DEODORANTS Y ANTIPERSPIRANT D02,75012957,750.0,4380.0,2.0,12,10,2,6,1,9,10.0,1,0,2,1378092.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,BODEGAS,HEREDIA - GAM,75012957,DESOD DOVE BARRA CAB CUID TOTAL 45GR,DOVE,DEODORANTS Y ANTIPERSPIRANT D02,75012957,25.0,0.0,0.0,12,10,2,6,1,9,10.0,1,0,3,604694.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,BODEGAS,RURAL NORTE,75327360,CAFE BRITT MONTE TARRA MOLIDO 300 G,BRITT,BEVERAGES - COFFEE-D92,75327360,7500.0,302238.0,41.0,10,10,0,7,1,9,10.0,1,0,8,503782.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,PACIFICO SUR,75012957,DESOD DOVE BARRA CAB CUID TOTAL 45GR,DOVE,DEODORANTS Y ANTIPERSPIRANT D02,75012957,1500.0,0.0,0.0,12,10,2,6,1,9,10.0,1,0,3,332941.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,BODEGAS,PACIFICO CENTRAL,75327360,CAFE BRITT MONTE TARRA MOLIDO 300 G,BRITT,BEVERAGES - COFFEE-D92,75327360,7500.0,163372.0,22.0,10,10,0,7,1,9,10.0,1,0,8,264144.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,LIMON,75327360,CAFE BRITT MONTE TARRA MOLIDO 300 G,BRITT,BEVERAGES - COFFEE-D92,75327360,7630.0,128418.0,17.0,11,11,0,6,2,9,18.18,1,0,7,238649.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,LIMON,75327360,CAFE BRITT MONTE TARRA MOLIDO 300 G,BRITT,BEVERAGES - COFFEE-D92,75327360,7500.0,185650.0,25.0,10,10,0,7,1,9,10.0,1,0,7,236066.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,ALAJUELA - GAM,75327360,CAFE BRITT MONTE TARRA MOLIDO 300 G,BRITT,BEVERAGES - COFFEE-D92,75327360,7500.0,118816.0,16.0,10,10,0,6,1,9,10.0,1,0,8,168492.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,PACIFICO CENTRAL,75327360,CAFE BRITT MONTE TARRA MOLIDO 300 G,BRITT,BEVERAGES - COFFEE-D92,75327360,7630.0,30216.0,4.0,11,11,0,6,2,9,18.18,1,0,8,141870.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,PACIFICO SUR,75327360,CAFE BRITT MONTE TARRA MOLIDO 300 G,BRITT,BEVERAGES - COFFEE-D92,75327360,7500.0,51982.0,7.0,10,10,0,7,1,9,10.0,1,0,7,123743.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,GUANACASTE,75327360,CAFE BRITT MONTE TARRA MOLIDO 300 G,BRITT,BEVERAGES - COFFEE-D92,75327360,7630.0,52878.0,7.0,11,11,0,7,2,9,18.18,1,0,8,118644.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,RURAL NORTE,75327360,CAFE BRITT MONTE TARRA MOLIDO 300 G,BRITT,BEVERAGES - COFFEE-D92,75327360,7630.0,30216.0,4.0,11,11,0,7,2,9,18.18,1,0,8,95863.0,Diferente al Primario | Igual al Primario
GT,DESCUENTO,C - AMARILLA,9628749,CERVEZA DORADA ICE LATA 473ML,DORADA ICE,BEVERAGE ALCOHOL - BEER D96,9628749,5.0,49929.7,11195.0,10,10,0,3,1,9,10.0,1,0,1,53740.420000000006,Diferente al Primario | Igual al Primario
GT,DESCUENTO,B - NARANJA,9628749,CERVEZA DORADA ICE LATA 473ML,DORADA ICE,BEVERAGE ALCOHOL - BEER D96,9628749,5.0,22857.5,5125.0,10,10,0,3,1,9,10.0,1,0,0,30372.19,Diferente al Primario | Igual al Primario
GT,DESCUENTO,A - ROJA,9628749,CERVEZA DORADA ICE LATA 473ML,DORADA ICE,BEVERAGE ALCOHOL - BEER D96,9628749,5.0,25256.98,5663.0,10,10,0,3,1,9,10.0,1,0,4,26736.71,Diferente al Primario | Igual al Primario
