PAIS,Formato,ZONA,CODIGO_FAMILIA,DESC_PRIMARIO,MARCA,CATEGORIA,SKU_PRIMARIO,PRECIO_PRIMARIO,VENTAS_PRIMARIO,ROTACIONES_PRIMARIO,TOTAL_SKUS,SKUS_VALIDOS,SKUS_PACK_GRAMAJE,PRECIOS_DISTINTOS,SKUS_ALINEADOS,SKUS_NO_ALINEADOS,PCT_ALINEACION,TIENE_SKU_PRIMARIO,SKUS_SIN_PRECIO,SKUS_SIN_VENTAS,VENTAS_FAMILIA,ESTADOS_PRESENTES
CR,BODEGAS,ALAJUELA - GAM,70012410,MAXXX ENERGY GUARANA 473ML LT,MAXX ENERGY,BEVERAGE-HYDRATE&ENERGY-D95,70012410,1030.0,69951.0,77.0,3,3,0,3,1,2,33.33,1,0,0,108286.0,Diferente al Primario | Igual al Primario
NI,DESCUENTO,C - AMARILLA,70582824,DOVE DEO AERO AP CALENDULA 150ML,DOVE,DEODORANTS Y ANTIPERSPIRANT D02,70582824,104.0,16639.12,184.0,4,3,1,4,1,2,33.33,1,0,0,108220.58,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,DESCUENTO,PACIFICO CENTRAL,70232468,ROMA SALSA PREPARADA CON CARNE 106GR,ROMA,SAUCES & MARINADES-D92,70232468,290.0,38790.0,173.0,4,4,0,3,2,2,50.0,1,0,1,108115.0,Diferente al Primario | Igual al Primario
CR,WALMART,RURAL NORTE,9103157,HELADO DP VAINIL CN CHOCOL CHIPS 499GR,DOS PINOS,ICE CREAM AND FROZEN DESSERTS D91,9103157,2970.0,18405.0,7.0,8,8,0,2,6,2,75.0,1,0,2,107914.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,CARTAGO,75270926,SOPA VASO CANTONESA POLLO 65 G,CANTONESA,SOUPS - INSTANT & MIXES-D92,75270926,500.0,45064.0,104.0,3,3,0,2,1,2,33.33,1,0,0,107841.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,GUANACASTE,75166763,PRO PLATANITO SALADO 71GR,PRO,CHIPS-CRISPS SNACK MIXS-D92,75166763,550.0,107531.0,221.0,3,3,0,2,1,2,33.33,1,0,2,107531.0,Diferente al Primario | Igual al Primario
CR,WALMART,HEREDIA - GAM,70122918,SUAV DOWNY FLORAL BOT 2800ML,DOWNY,LAUNDRY SOFTENER-FRESHENER D13,70122918,5480.0,48500.0,10.0,4,4,0,2,2,2,50.0,1,0,0,107262.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,ALAJUELA - GAM,75420243,BEBIDA LIVEAN DURAZNO 7GR,LIVEAN,BEVERAGES - FLAVORED-D95,75420243,180.0,20634.0,147.0,8,8,0,2,6,2,75.0,1,0,3,107108.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,PACIFICO CENTRAL,70554537,SHAMPOO HEAD SHOULDERS 2EN1 SUAVE 375ML,HEAD&SHOULDERS,HAIR CARE CONDITIONER TREAT D02,70554537,4170.0,106645.0,29.0,3,3,0,3,1,2,33.33,1,0,2,106645.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,ALAJUELA - GAM,75272870,KITKAT 4 FINGER NESTLE 41.50 G,NESTLÉ,CANDY - CHOCOLATE-D82,75272870,800.0,49953.0,99.0,3,3,0,2,1,2,33.33,1,0,0,105652.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,HEREDIA - GAM,75337804,YOGURT SMOOTHIE MANGO TCBY 750 ML,TCBY,YOGURT D90,75337804,1800.0,36126.0,25.0,3,3,0,2,1,2,33.33,1,0,0,105631.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,LIMON,9521294,REFRESC GAS MIRINDA PET 600ML,MUG ROOT BEER,BEVERAGES - CARBONATED-D95,9521294,780.0,23391.0,34.0,6,6,0,3,4,2,66.67,1,0,0,105530.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,LIMON,70033775,BEBIDA EN POLVO LIF TE NEGRO MELOCO 25GR,LIF,BEVERAGES - FLAVORED-D95,70033775,170.0,34914.0,269.0,7,7,0,2,5,2,71.43,1,0,0,105413.0,Diferente al Primario | Igual al Primario
NI,WALMART,B - NARANJA,9516192,ESKIMO LECHE UHT ENTERA 3 PORC GRASA 1LT,ESKIMO,MILK&CREM-SUBSTUT-SHELF-D95,9516192,50.0,85855.0,1718.0,3,3,0,2,1,2,33.33,1,0,0,105279.5,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,CARTAGO,70267102,SHAMPOO HEAD SHOULD 2EN1 SUAVE M 1000ML,HEAD&SHOULDERS,HAIR CARE - SHAMPOO D02,70267102,7810.0,76032.0,11.0,3,3,0,2,1,2,33.33,1,0,0,105128.0,Diferente al Primario | Igual al Primario
NI,DESCUENTO,A - ROJA,75006112,DOVE DESODORANT BARRA DAMA ORIGINAL 45GR,DOVE,DEODORANTS Y ANTIPERSPIRANT D02,75006112,99.0,23468.43,273.0,5,5,0,3,3,2,60.0,1,0,0,104994.43999999999,Diferente al Primario | Igual al Primario
CR,BODEGAS,SAN JOSE,70290993,MINILATA SIN AZUCAR SLEEK COCACOLA 237ML,SPRITE,BEVERAGES-CARBONATED D82,70290993,660.0,60620.0,104.0,3,3,0,2,1,2,33.33,1,0,1,104327.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,SAN JOSE,75002445,PASTA ROMA MINI PLUMITAS QUESO 200GR,ROMA,PASTA-D92,75002445,690.0,46314.0,76.0,4,4,0,3,2,2,50.0,1,0,2,104183.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,ALAJUELA - GAM,70548307,CHICLES MENTA TRIDENT 8.5 GR,TRIDENT,CANDY - HARD - SOFT-D82,70548307,420.0,44493.0,120.0,6,6,0,3,4,2,66.67,1,0,1,103916.0,Diferente al Primario | Igual al Primario
CR,WALMART,GUANACASTE,75348321,BORDEN 3 PK LECHE SEMIDRESCRE 3000 ML,BORDEN,MILK&CREM-SUBSTUT-SHELF-D95,75348321,2500.0,32175.0,13.0,4,4,0,2,2,2,50.0,1,0,1,103850.0,Diferente al Primario | Igual al Primario
CR,WALMART,CARTAGO,75169412,DET LIQ ARIEL CONC REVITACOLOR BT 1800ML,ARIEL,LAUNDRY DETERGENTS D13,75169412,5500.0,56943.0,12.0,3,3,0,2,1,2,33.33,1,0,0,103843.0,Diferente al Primario | Igual al Primario
CR,WALMART,HEREDIA - GAM,75082207,GOMITA FRUTAS MIXTAS WELCHS BOLSA 64GR,WELCH'S,CANDY - HARD - SOFT-D82,75082207,1160.0,47992.0,47.0,3,3,0,3,1,2,33.33,1,0,0,103667.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,PACIFICO SUR,70554537,SHAMPOO HEAD SHOULDERS 2EN1 SUAVE 375ML,HEAD&SHOULDERS,HAIR CARE CONDITIONER TREAT D02,70554537,4180.0,103572.0,28.0,3,3,0,3,1,2,33.33,1,0,2,103572.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,RURAL NORTE,75003806,TOALLAS DESMAQ NIVEA AGUA DE ROSAS 25 EA,NIVEA,FACIAL CARE D46,75003806,3500.0,52649.0,17.0,3,3,0,3,1,2,33.33,1,0,0,103316.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,PACIFICO CENTRAL,70012410,MAXXX ENERGY GUARANA 473ML LT,MAXX ENERGY,BEVERAGE-HYDRATE&ENERGY-D95,70012410,1030.0,67125.0,74.0,3,3,0,3,1,2,33.33,1,0,0,103180.0,Diferente al Primario | Igual al Primario
NI,BODEGAS,A - ROJA AHORRA MAS,70519321,SAVILE SHAMPOO ARGAN 510ML,SAVILÉ,HAIR CARE CONDITIONER TREAT D02,70519321,112.0,12631.52,130.0,8,8,0,3,6,2,75.0,1,0,1,103070.19,Diferente al Primario | Igual al Primario
CR,WALMART,ALAJUELA - GAM,9247600,CEREAL INF NESTUM TRIGO MIEL 200 GRS,NESTUM,BABY FOOD-D92,9247600,1810.0,24030.0,15.0,6,5,1,4,3,2,60.0,1,0,0,102719.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,BODEGAS,ALAJUELA - GAM,75270926,SOPA VASO CANTONESA POLLO 65 G,CANTONESA,SOUPS - INSTANT & MIXES-D92,75270926,500.0,52966.0,122.0,3,3,0,2,1,2,33.33,1,0,0,102272.0,Diferente al Primario | Igual al Primario
NI,BODEGAS,A - ROJA AHORRA MAS,70410412,GALLETA RELLENA DE VAINILLA SULI 250 G,SULI,COOKIES - SHELF STABLE-D92,70410412,37.0,38873.85,1388.0,3,3,0,2,1,2,33.33,1,0,0,102223.13,Diferente al Primario | Igual al Primario
CR,BODEGAS,GUANACASTE,70305216,BEBIDA ARANDANO UVA GREAT VALUE 946ML,GREAT VALUE,BEVERAGES - JUICES-D95,70305216,1150.0,48864.0,48.0,4,4,0,2,2,2,50.0,1,0,2,101800.0,Diferente al Primario | Igual al Primario
CR,WALMART,CARTAGO,70680950,NUTRISSE RETOCADOR RAIZCASTANOOSCU 20 G,NUTRISSE,HAIR CARE - COLOR D02,70680950,2420.0,8568.0,4.0,8,8,0,2,6,2,75.0,1,0,0,101768.0,Diferente al Primario | Igual al Primario
CR,WALMART,RURAL NORTE,9521560,REFRESC GAS COCA COLA ZERO LATA 354ML,COCA-COLA,BEVERAGES - CARBONATED-D95,9521560,820.0,26063.0,36.0,6,3,3,6,1,2,33.33,1,0,1,101700.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,BODEGAS,SAN JOSE,75402484,PALETA BONBON BUM CLEAR 384GR,COLOMBINA,CANDY - HARD - SOFT-D01,75402484,1040.0,11960.0,13.0,7,7,0,3,5,2,71.43,1,0,4,101687.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,ALAJUELA - GAM,75420243,BEBIDA LIVEAN DURAZNO 7GR,LIVEAN,BEVERAGES - FLAVORED-D95,75420243,140.0,35489.0,287.0,11,11,0,2,9,2,81.82,1,0,0,101565.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,ALAJUELA - GAM,70016195,TORTILLA DE TRIGO GV TACO 300GR,GREAT VALUE,BREAD SHELF STABLE D81,70016195,690.0,0.0,0.0,9,9,0,3,7,2,77.78,1,0,8,101337.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,HEREDIA - GAM,70316906,SNACK JACKS CHICHARR C PIM Y LIM 75 GR,JACKS,CHIPS-CRISPS SNACK MIXS-D92,70316906,1100.0,70834.0,73.0,3,3,0,2,1,2,33.33,1,0,0,100814.0,Diferente al Primario | Igual al Primario
CR,WALMART,HEREDIA - GAM,75171402,DELGAC MERMELADA SF PINA 285GR,DELGA-C,SWEET SPREADS&PRESERVES-D92,75171402,2690.0,21304.0,8.0,4,4,0,2,2,2,50.0,1,0,0,100642.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,LIMON,75186901,SMI SMASH DURAZ MANG 350 ML LT SLEEK,SMIRNOFF,BEVERAGE ALCOHOL - COCKTAIL D96,75186901,1220.0,55850.0,58.0,3,3,0,3,1,2,33.33,1,0,0,100552.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,ALAJUELA - GAM,9521560,REFRESC GAS COCA COLA ZERO LATA 354ML,COCA-COLA,BEVERAGES - CARBONATED-D95,9521560,680.0,29438.0,49.0,6,3,3,6,1,2,33.33,1,0,1,100520.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,BODEGAS,CARTAGO,70000119,HE BIO SHAMPOO REPAIR ARGAN OIL 400ML,HERBAL ESSENCES,HAIR CARE - SHAMPOO D02,70000119,4880.0,21595.0,5.0,4,4,0,3,2,2,50.0,1,0,1,100002.0,Diferente al Primario | Igual al Primario
GT,WALMART,PE TORRE PS,70525402,HUEVO GRANDE BLANCO AVICOLA FATIMA 60 U,GRANJAZUL,EGGS - D93,70525402,74.25,60066.08,897.0,4,4,0,2,2,2,50.0,1,0,0,99977.51000000001,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,GUANACASTE,9521560,REFRESC GAS COCA COLA ZERO LATA 354ML,COCA-COLA,BEVERAGES - CARBONATED-D95,9521560,820.0,13794.0,19.0,6,3,3,6,1,2,33.33,1,0,0,99679.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
NI,BODEGAS,A - ROJA AHORRA MAS,70565948,SUAV SUAVITEL COMPLETE PRIMAV DOY 720 ML,SUAVITEL,LAUNDRY SOFTENER-FRESHENER D13,70565948,60.0,53323.71,1025.0,4,4,0,2,2,2,50.0,1,0,0,99304.54999999999,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,LIMON,70680937,SHAMPOO HIALURONICO 370 ML,ELVIVE,HAIR CARE CONDITIONER TREAT D02,70680937,5100.0,27078.0,6.0,8,8,0,2,6,2,75.0,1,0,2,99131.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,RURAL NORTE,70445138,JABON DOVE ORIGINAL 6PACK 540GR,DOVE,HAND AND BODY WASHING D02,70445138,5780.0,56265.0,11.0,4,4,0,2,2,2,50.0,1,0,0,98619.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,SAN JOSE,70198005,MAXXX ENERGY GUARANA 350ML LT SLEEK,MAXX ENERGY,BEVERAGES - HYDRATION-ENERGY D82,70198005,920.0,64636.0,80.0,4,4,0,3,2,2,50.0,1,0,1,98378.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,PACIFICO CENTRAL,75189466,DESOD AXE BODY SPRAY BLUE LAVENDER 150ML,AXE,DEODORANTS Y ANTIPERSPIRANT D02,75189466,3010.0,61009.0,23.0,5,5,0,3,3,2,60.0,1,0,3,98305.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,HEREDIA - GAM,70012410,MAXXX ENERGY GUARANA 473ML LT,MAXX ENERGY,BEVERAGE-HYDRATE&ENERGY-D95,70012410,1030.0,75155.0,84.0,3,3,0,3,1,2,33.33,1,0,0,98082.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,GUANACASTE,70032727,CHOCOLATE SNICKERS BARRA 52 7GR,SNICKERS,CANDY - CHOCOLATE-D82,70032727,650.0,97415.0,171.0,3,3,0,3,1,2,33.33,1,0,2,97415.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,PACIFICO CENTRAL,217598,CREMA COLGATE TOTAL ORIGINAL MINT 150ML,COLGATE,ORAL CARE-TOOTHPST- WHITENR D02,217598,3000.0,50490.0,17.0,4,4,0,2,2,2,50.0,1,0,0,97353.0,Diferente al Primario | Igual al Primario
NI,DESCUENTO,C - AMARILLA,9516192,ESKIMO LECHE UHT ENTERA 3 PORC GRASA 1LT,ESKIMO,MILK&CREM-SUBSTUT-SHELF-D95,9516192,50.0,61880.26,1238.0,3,3,0,2,1,2,33.33,1,0,0,97050.1,Diferente al Primario | Igual al Primario
CR,BODEGAS,LIMON,70032728,CHOCOLATE MYMS PEANUT PAQ 49 3GR,M&M'S,CANDY - CHOCOLATE-D82,70032728,1000.0,54869.0,73.0,3,3,0,2,1,2,33.33,1,0,1,96935.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,HEREDIA - GAM,75353844,JUGO WELCHS UVA ZERO 6PK 1776 ML,WELCH'S,BEVERAGES - JUICES-D95,75353844,3380.0,50847.0,17.0,3,3,0,2,1,2,33.33,1,0,0,96542.0,Diferente al Primario | Igual al Primario
CR,WALMART,CARTAGO,70316906,SNACK JACKS CHICHARR C PIM Y LIM 75 GR,JACKS,CHIPS-CRISPS SNACK MIXS-D92,70316906,1000.0,73279.0,83.0,3,3,0,2,1,2,33.33,1,0,0,96049.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,CARTAGO,70033775,BEBIDA EN POLVO LIF TE NEGRO MELOCO 25GR,LIF,BEVERAGES - FLAVORED-D95,70033775,180.0,27875.0,205.0,7,7,0,2,5,2,71.43,1,0,0,95712.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,CARTAGO,9247600,CEREAL INF NESTUM TRIGO MIEL 200 GRS,NESTUM,BABY FOOD-D92,9247600,1920.0,25485.0,15.0,6,5,1,4,3,2,60.0,1,0,0,95504.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
NI,DESCUENTO,A - ROJA AHORRA MAS,75203181,PK MAGGI SABOR Y COLOR POLL Y CURCU 50GR,MAGGI,SOUPS - SHELF STABLE-D92,75203181,18.25,81111.53,5236.0,3,3,0,3,1,2,33.33,1,0,0,95298.69,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,PACIFICO CENTRAL,9002828,YOGUR DOS PINOS TOP ARROZ C CHOC 150GR,DOS PINOS,YOGURT D90,9002828,750.0,13452.0,17.0,5,4,1,4,2,2,50.0,1,0,0,95109.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,WALMART,ALAJUELA - GAM,70052713,CIGARRO VISTA FOREST MARLBORO,MARLBORO,TOBACCO Y SMOKING-D01,70052713,2500.0,35000.0,14.0,9,9,0,2,7,2,77.78,1,0,4,95000.0,Diferente al Primario | Igual al Primario
NI,BODEGAS,A - ROJA AHORRA MAS,70582824,DOVE DEO AERO AP CALENDULA 150ML,DOVE,DEODORANTS Y ANTIPERSPIRANT D02,70582824,120.0,6355.04,61.0,6,4,2,5,2,2,50.0,1,0,0,94968.36,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,BODEGAS,SAN JOSE,75386752,RTD CARIBE COOLER MANGO PINA 300 ML,CARIBE COOLER,BEVERAGE ALCOHOL - COCKTAIL D96,75386752,730.0,13566.0,21.0,4,4,0,2,2,2,50.0,1,0,0,94858.0,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,PE TORRE PS,70525402,HUEVO GRANDE BLANCO AVICOLA FATIMA 60 U,GRANJAZUL,EGGS - D93,70525402,74.25,37451.98,510.0,4,4,0,2,2,2,50.0,1,0,0,94681.8,Diferente al Primario | Igual al Primario
CR,BODEGAS,PACIFICO CENTRAL,70032728,CHOCOLATE MYMS PEANUT PAQ 49 3GR,M&M'S,CANDY - CHOCOLATE-D82,70032728,1000.0,57813.0,81.0,3,3,0,3,1,2,33.33,1,0,1,94271.0,Diferente al Primario | Igual al Primario
CR,WALMART,PACIFICO SUR,9521560,REFRESC GAS COCA COLA ZERO LATA 354ML,COCA-COLA,BEVERAGES - CARBONATED-D95,9521560,820.0,18150.0,25.0,6,3,3,6,1,2,33.33,1,0,0,94229.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,SUPERMERCADOS,LIMON,70282806,DET POLVO GV COLOR PRIMAVERA 2500GR,GREAT VALUE,LAUNDRY DETERGENTS D13,70282806,2280.0,30270.0,15.0,3,3,0,2,1,2,33.33,1,0,0,94079.0,Diferente al Primario | Igual al Primario
NI,WALMART,B - NARANJA,70342528,ELECTROLIT ADULTO UVA 625ML,ELECTROLIT,GASTRO & ESOPHAGEL-D40,70342528,98.0,20887.08,232.0,5,5,0,3,3,2,60.0,1,0,0,93970.91,Diferente al Primario | Igual al Primario
CR,WALMART,CARTAGO,75171402,DELGAC MERMELADA SF PINA 285GR,DELGA-C,SWEET SPREADS&PRESERVES-D92,75171402,2690.0,15978.0,6.0,4,4,0,2,2,2,50.0,1,0,0,93950.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,HEREDIA - GAM,70162887,AROMATIZAN GLADE VARITAS MANZA C 100 ML,GLADE,AIR FRESHNR & DEODORIZE-D13,70162887,5000.0,17700.0,4.0,6,6,0,3,4,2,66.67,1,0,1,93810.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,CARTAGO,9521560,REFRESC GAS COCA COLA ZERO LATA 354ML,COCA-COLA,BEVERAGES - CARBONATED-D95,9521560,820.0,37026.0,51.0,6,3,3,6,1,2,33.33,1,0,1,93498.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,WALMART,RURAL NORTE,75272870,KITKAT 4 FINGER NESTLE 41.50 G,NESTLÉ,CANDY - CHOCOLATE-D82,75272870,880.0,39737.0,78.0,3,3,0,2,1,2,33.33,1,0,0,93381.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,PACIFICO SUR,70255598,GUARO CACIQUE LIGAO BAIHA SANDIA 1000 ML,CACIQUE,BEVERAGE ALCOHOL - SPIRITS D96,70255598,4500.0,31856.0,8.0,3,3,0,3,1,2,33.33,1,0,0,92908.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,LIMON,75000898,HAIR FOOD CREMA TRATAM COCOA 350 GR,L'OREAL,HAIR CARE CONDITIONER TREAT D02,75000898,5600.0,54516.0,11.0,3,3,0,2,1,2,33.33,1,0,0,92748.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,LIMON,75231422,CREMA DOVE NIACINAMIDA TONO UNIFOR 400ML,DOVE,HAND AND BODY LOTION-OIL-CRM D46,75231422,5500.0,48670.0,10.0,3,3,0,2,1,2,33.33,1,0,0,92635.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,PACIFICO CENTRAL,75002445,PASTA ROMA MINI PLUMITAS QUESO 200GR,ROMA,PASTA-D92,75002445,670.0,54386.0,103.0,4,4,0,3,2,2,50.0,1,0,2,92338.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,PACIFICO SUR,70548307,CHICLES MENTA TRIDENT 8.5 GR,TRIDENT,CANDY - HARD - SOFT-D82,70548307,510.0,39147.0,87.0,6,6,0,3,4,2,66.67,1,0,1,92027.0,Diferente al Primario | Igual al Primario
HN,BODEGAS,PE TEGUCIGALPA,70138091,ALITAS DE POLLO REY PICANTE 340GR,POLLO REY,PRE-FORMED-PREPARED-FRZN -D97,70138091,99.5,17727.95,205.0,4,4,0,2,2,2,50.0,1,0,0,91736.84000000001,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,CARTAGO,70356545,TE HIERBA BUENA MONDAISA CAJA 25U 27 5GR,MONDAISA,TEA AND INFUSIONS-D92,70356545,1670.0,34713.0,21.0,3,3,0,3,1,2,33.33,1,0,0,91476.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,PACIFICO CENTRAL,9247600,CEREAL INF NESTUM TRIGO MIEL 200 GRS,NESTUM,BABY FOOD-D92,9247600,1780.0,23625.0,15.0,6,5,1,3,3,2,60.0,1,0,0,91310.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,BODEGAS,CARTAGO,70012410,MAXXX ENERGY GUARANA 473ML LT,MAXX ENERGY,BEVERAGE-HYDRATE&ENERGY-D95,70012410,1030.0,66031.0,73.0,3,3,0,3,1,2,33.33,1,0,0,91269.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,HEREDIA - GAM,70178302,ALIM ONE GATO SALMON 2KG MX,ONE,PET FOOD CAT D08,70178302,12890.0,91256.0,8.0,3,3,0,2,1,2,33.33,1,0,2,91256.0,Diferente al Primario | Igual al Primario
SV,DESCUENTO,B - NARANJA,70099787,GASEOSA COCA COLA PET 1250ML,TROPICAL,BEVERAGES - CARBONATED-D95,70099787,1.25,83314.59,89934.0,3,3,0,2,1,2,33.33,1,0,0,91180.5,Diferente al Primario | Igual al Primario
CR,WALMART,GUANACASTE,70065776,DET LIQ IREX CONC FLORAL BT 1500ML,IREX,LAUNDRY DETERGENTS D13,70065776,2460.0,58779.0,27.0,3,3,0,2,1,2,33.33,1,0,0,90635.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,CARTAGO,9521560,REFRESC GAS COCA COLA ZERO LATA 354ML,COCA-COLA,BEVERAGES - CARBONATED-D95,9521560,820.0,50094.0,69.0,6,3,3,6,1,2,33.33,1,0,1,90630.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,BODEGAS,PACIFICO CENTRAL,75352577,CHOCO MILKA AVELLANA 90 GR,MILKA,CANDY - CHOCOLATE-D01,75352577,1000.0,0.0,0.0,12,12,0,2,10,2,83.33,1,0,4,90473.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,PACIFICO SUR,70196033,DESODOR OLDSPICE BARRA ORIGINAL 85GR,OLD SPICE,DEODORANTS Y ANTIPERSPIRANT D02,70196033,3800.0,90465.0,27.0,3,3,0,2,1,2,33.33,1,0,2,90465.0,Diferente al Primario | Igual al Primario
CR,WALMART,HEREDIA - GAM,75289274,JABON EQUATE ANTIBACTERIAL SURT 4P 400GR,EQUATE,HAND AND BODY WASHING D02,75289274,1390.0,19680.0,16.0,10,3,7,5,1,2,33.33,1,0,5,89809.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
HN,WALMART,C - AMARILLA,9588711,GASEOSA TROPICAL UVA 2000ML,TROPICAL,BEVERAGES - CARBONATED-D95,9588711,47.1,22719.16,531.0,4,4,0,2,2,2,50.0,1,0,2,88921.93000000001,Diferente al Primario | Igual al Primario
CR,WALMART,ALAJUELA - GAM,70262389,ACTIVEE SHAMPOO KERATINE 472 ML,ACTIVEÉ,HAIR CARE - SHAMPOO D02,70262389,3280.0,29030.0,10.0,4,4,0,3,2,2,50.0,1,0,0,88821.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,LIMON,70250162,SHAMPOO TIO NACHO ANTICAIDA HERBOL 415ML,TIO NACHO,HAIR CARE CONDITIONER TREAT D02,70250162,6680.0,88680.0,15.0,3,3,0,2,1,2,33.33,1,0,2,88680.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,SAN JOSE,70505651,PRO SNACKS CHISWIS 120GR,PRO,CHIPS-CRISPS SNACK MIXS-D92,70505651,990.0,88315.0,101.0,3,3,0,2,1,2,33.33,1,0,2,88315.0,Diferente al Primario | Igual al Primario
CR,WALMART,CARTAGO,75239833,HOT WHEELS AUTO PREMIUM FAST FURIOUS SOR,HOT WHEELS,VEHICLES-COLLECTABLEMODEL D07,75239833,5000.0,8850.0,2.0,3,3,0,2,1,2,33.33,1,0,0,88092.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,RURAL NORTE,70198005,MAXXX ENERGY GUARANA 350ML LT SLEEK,MAXX ENERGY,BEVERAGES - HYDRATION-ENERGY D82,70198005,920.0,54867.0,68.0,4,4,0,3,2,2,50.0,1,0,1,87828.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,LIMON,9521560,REFRESC GAS COCA COLA ZERO LATA 354ML,COCA-COLA,BEVERAGES - CARBONATED-D95,9521560,820.0,18150.0,25.0,6,3,3,6,1,2,33.33,1,0,0,87827.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,WALMART,HEREDIA - GAM,75072713,DESOD SECRET SPRAY COCONUT 93GR,SECRET,DEODORANTS Y ANTIPERSPIRANT D02,75072713,3100.0,49374.0,18.0,4,4,0,3,2,2,50.0,1,0,2,87776.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,HEREDIA - GAM,70032727,CHOCOLATE SNICKERS BARRA 52 7GR,SNICKERS,CANDY - CHOCOLATE-D82,70032727,650.0,87744.0,153.0,3,3,0,2,1,2,33.33,1,0,2,87744.0,Diferente al Primario | Igual al Primario
CR,WALMART,HEREDIA - GAM,70611676,SERUM FAC ANTIMAN NIVEA LUMINOUS 30ML,NIVEA,FACIAL CARE D46,70611676,12500.0,37859.0,4.0,3,3,0,2,1,2,33.33,1,0,0,87595.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,CARTAGO,75348321,BORDEN 3 PK LECHE SEMIDRESCRE 3000 ML,BORDEN,MILK&CREM-SUBSTUT-SHELF-D95,75348321,2500.0,24750.0,10.0,4,4,0,2,2,2,50.0,1,0,0,87445.0,Diferente al Primario | Igual al Primario
