PAIS,Formato,ZONA,CODIGO_FAMILIA,DESC_PRIMARIO,SKU_PRIMARIO,PRECIO_PRIMARIO,TAMANO_PRIMARIO,MEDIDA_PRIMARIO,SKU_SECUNDARIO,AGRUPACION,DESC_SECUNDARIO,PRECIO_SECUNDARIO,TAMANO_SECUNDARIO,MEDIDA_SECUNDARIO,FACTOR_DE_CONVERSION,AHORRO_DIFERENCIAL,DIFERENCIA_ABSOLUTA,DIFERENCIA_PCT,EVALUACION,Ventas,Rotaciones,Sell_QTY,CATEGORIA,MARCA
CR,BODEGAS,CARTAGO,9522120,REFRESC GAS COCA COLA ORIGINAL PE 3000ML,9522120,2500.0,3000.0,ML,9556540,SECUNDARIO,GASEOSA FRESCA COCA COLA 2PACK 3000 ML,3400.0,6000.0,ML,2.0,0.95,900.0,36.0,Mayor al primario - Esperado para pack,311739.0,104.0,6000.0,BEVERAGES - CARBONATED-D95,COCA-COLA
CR,DESCUENTO,LIMON,75289274,JABON EQUATE ANTIBACTERIAL SURT 4P 400GR,75289274,1380.0,400.0,GR,75262188,SECUNDARIO,JAB COSMETICO EQUATE SURTIDO 4PACK 400GR,1380.0,440.0,GR,1.1,1.0,0.0,0.0,Igual al primario - Verificar factor,311731.0,256.0,400.0,HAND AND BODY WASHING D02,EQUATE
CR,BODEGAS,HEREDIA - GAM,70345941,ATUN CALVO TROZOS CALVO AGUA LIGHT 104GR,70345941,1120.0,104.0,GR,70475569,SECUNDARIO,ATUN AGUA CALVO 3 PACK 426 GR,2500.0,426.0,GR,3.0,1.0,1380.0,123.21,Mayor al primario - Esperado para pack,311450.0,141.0,426.0,SEAFOOD-FISH-D92,CALVO
CR,DESCUENTO,LIMON,70575288,DESODOR REXONA SPRAY MEN V8 150 ML,70575288,2790.0,150.0,ML,70210304,SECUNDARIO,DESODORAN REXONA AER AP V8 MEN 2PK 91 GR,4900.0,180.0,GR,2.0,0.85,2110.0,75.63,Mayor al primario - Esperado para pack,311324.0,72.0,180.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,BODEGAS,ALAJUELA - GAM,75054018,3PACK TDM ATUN TROZOS EN ACEITE 315GR,75054018,2500.0,315.0,GR,75054017,SECUNDARIO,4PACK TDM ATUN TROZOS EN ACEITE 420GR,3850.0,420.0,GR,1.33,0.95,1350.0,54.0,Mayor al primario - Esperado para pack,311071.0,82.0,420.0,SEAFOOD-FISH-D92,TESORO DEL MAR
CR,WALMART,HEREDIA - GAM,70568251,LECHE DOS PINOS SEMIDESCREMADA 1L TB,70568251,1050.0,1000.0,ML,70568292,SECUNDARIO,LECHE DOS PINOS SEMIDESCRE 6PACK 1000 ML,6160.0,6000.0,ML,6.0,0.95,5110.0,486.67,Mayor al primario - Esperado para pack,311049.0,51.0,6000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,WALMART,CARTAGO,70308912,CAFE MONTANA PURO 500GR,70308912,5050.0,500.0,GR,70355849,SECUNDARIO,CAFE MONTANA 3 PACK 500 GR,10500.0,1500.0,GR,3.0,1.0,5450.0,107.92,Mayor al primario - Esperado para pack,310840.0,30.0,1500.0,BEVERAGES - COFFEE-D92,MONTAÑA
CR,WALMART,HEREDIA - GAM,70575288,DESODOR REXONA SPRAY MEN V8 150 ML,70575288,3250.0,150.0,ML,70243539,SECUNDARIO,3PACK DESODOR REXONA SPRAY MEN V8 450ML,6900.0,450.0,ML,3.0,0.8,3650.0,112.31,Mayor al primario - Esperado para pack,310607.0,51.0,450.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,DESCUENTO,GUANACASTE,75053379,ATUN SULI TROCITOS EN AGUA 140 GR,75053379,730.0,140.0,GR,75053389,SECUNDARIO,ATUN SULI TROCITOS EN AGUA 6PK 840 GR,4410.0,840.0,GR,6.0,0.83,3680.0,504.11,Mayor al primario - Esperado para pack,310204.0,80.0,840.0,SEAFOOD-FISH-D92,SULI
CR,DESCUENTO,ALAJUELA - GAM,70568354,LECHE CORONADO DESLACT 2 946ML EDGE,70568354,1000.0,946.0,ML,70568376,SECUNDARIO,LECHE CORONADO DESLACT 2 946ML 6 PACK,5700.0,5676.0,ML,6.0,0.95,4700.0,470.0,Mayor al primario - Esperado para pack,309297.0,55.0,5676.0,MILK&CREM-SUBSTUT-SHELF-D95,CORONADO
CR,DESCUENTO,PACIFICO CENTRAL,70046930,TIPO REBAN  SANDWICH TIPO QUESO AMER 10,70046930,790.0,170.0,GR,75150304,SECUNDARIO,TIPO REBAN PA SÁNDWICH SABOR QUESO AME24,1650.0,408.0,GR,2.4,0.998473217088553,860.0,108.86,Mayor al primario - Esperado para pack,309086.0,212.0,408.0,CHEESES-D90,SULI
CR,BODEGAS,RURAL NORTE,70210305,DESODOR DOVE SPRAY ORIGINAL 150ML,70210305,3150.0,150.0,ML,70243304,SECUNDARIO,3PK DESOD DOVE MEN AERO INVISIBLE 450ML,7150.0,450.0,ML,3.0,0.8,4000.0,126.98,Mayor al primario - Esperado para pack,308896.0,45.0,450.0,DEODORANTS Y ANTIPERSPIRANT D02,DOVE
CR,DESCUENTO,ALAJUELA - GAM,70255971,SHAMPO SAVILE ARGAN KERATINA 550ML,70255971,3060.0,550.0,ML,75041650,SECUNDARIO,PACK 1080ML SAVILE ARGAN SH MAS ACONDICI,5400.0,1080.0,ML,1.96363636363636,0.9,2340.0,76.47,Mayor al primario - Esperado para pack,308794.0,65.0,1080.0,HAIR CARE - SHAMPOO D02,SAVILÉ
CR,BODEGAS,SAN JOSE,70431133,DESODOR LADY SPEEDSTICK BARRA POWD 45GR,70431133,3000.0,45.0,GR,70141699,SECUNDARIO,LADY SS 2 PACK BARRA INVISIB FLORL 45 GR,5020.0,90.0,GR,2.0,0.85,2020.0,67.33,Mayor al primario - Esperado para pack,308722.0,70.0,90.0,DEODORANTS Y ANTIPERSPIRANT D02,LADY SPEED STICK
CR,BODEGAS,HEREDIA - GAM,75053378,ATUN SULI TROCITOS EN ACEITE 140 GR,75053378,470.0,140.0,GR,75053380,SECUNDARIO,ATUN SULI TROCITOS EN ACEITE 295 GR,800.0,295.0,GR,2.10714285714285,0.97,330.0,70.21,Mayor al primario - Esperado para pack,308490.0,391.0,295.0,SEAFOOD-FISH-D92,SULI
CR,DESCUENTO,ALAJUELA - GAM,70023456,CONSOME MAGGI POLLO 50 GR,70023456,500.0,50.0,GR,70042571,SECUNDARIO,CONSOME MAGGI POLLO 3PACK 50 GR,1340.0,150.0,GR,3.0,0.89,840.0,168.0,Mayor al primario - Esperado para pack,308400.0,248.0,150.0,SOUPS - SHELF STABLE-D92,MAGGI
CR,WALMART,PACIFICO SUR,9003234,MANTEQUILL CON SAL DOS PINOS BARRA 115GR,9003234,1320.0,115.0,GR,9003724,SECUNDARIO,MANTEQUILLA DOS PINOS CON SAL CAJA 460GR,5280.0,460.0,GR,4.0,0.97,3960.0,300.0,Mayor al primario - Esperado para pack,308014.0,68.0,460.0,BUTTER AND BUTTER SUBSTITUTES D90,DOS PINOS
CR,BODEGAS,LIMON,9003234,MANTEQUILL CON SAL DOS PINOS BARRA 115GR,9003234,1330.0,115.0,GR,9003724,SECUNDARIO,MANTEQUILLA DOS PINOS CON SAL CAJA 460GR,5270.0,460.0,GR,4.0,0.97,3940.0,296.24,Mayor al primario - Esperado para pack,307429.0,69.0,460.0,BUTTER AND BUTTER SUBSTITUTES D90,DOS PINOS
CR,DESCUENTO,PACIFICO SUR,70046930,TIPO REBAN  SANDWICH TIPO QUESO AMER 10,70046930,870.0,170.0,GR,75150304,SECUNDARIO,TIPO REBAN PA SÁNDWICH SABOR QUESO AME24,2000.0,408.0,GR,2.4,0.998473217088553,1130.0,129.89,Mayor al primario - Esperado para pack,307248.0,177.0,408.0,CHEESES-D90,SULI
CR,WALMART,SAN JOSE,9522120,REFRESC GAS COCA COLA ORIGINAL PE 3000ML,9522120,2000.0,3000.0,ML,75263868,SECUNDARIO,COCA COLA MAS TE HIC 6000ML,3000.0,6000.0,ML,2.0,0.86,1000.0,50.0,Mayor al primario - Esperado para pack,307216.0,116.0,6000.0,BEVERAGES - CARBONATED-D95,COCA-COLA
NI,BODEGAS,PE AHORRA MAS,75327948,CAJILLA DE HUEVO BARRANCA BLANCO 30 UND,75327948,222.0,1.0,EA,75327955,SECUNDARIO,MEDIA CAJILLA HUEVO BARRANCA ROJO 15 UND,116.5,1.0,EA,0.53,1.0,-105.5,-47.52,REVISAR: Precio menor al primario,307062.13,2640.0,1.0,EGGS - D93,LA BARRANCA
CR,DESCUENTO,HEREDIA - GAM,75289274,JABON EQUATE ANTIBACTERIAL SURT 4P 400GR,75289274,1140.0,400.0,GR,75262188,SECUNDARIO,JAB COSMETICO EQUATE SURTIDO 4PACK 400GR,1250.0,440.0,GR,1.1,1.0,110.0,9.65,Mayor al primario - Esperado para pack,306920.0,278.0,400.0,HAND AND BODY WASHING D02,EQUATE
CR,SUPERMERCADOS,LIMON,70568303,LECHE LIQ DOS PINOS PINITO TB 1L,70568303,1150.0,1000.0,ML,70050505,SECUNDARIO,LECHE DOS PINOS PINITO LIQ 2PACK 1L,1800.0,2000.0,ML,2.0,0.75,650.0,56.52,Mayor al primario - Esperado para pack,306717.0,173.0,2000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,WALMART,SAN JOSE,9500294,REFRESC HIC FRUTAS TETRA BRICK 250ML,9500294,350.0,250.0,ML,9500266,SECUNDARIO,REFRESC HIC SURT SAB TB 6PACK 250ML,2060.0,1500.0,ML,6.0,0.86,1710.0,488.57,Mayor al primario - Esperado para pack,306602.0,169.0,1500.0,BEVERAGES - JUICES-D95,HI-C
CR,SUPERMERCADOS,SAN JOSE,75014919,TROPICAL MELOCOTON 250 ML,75014919,290.0,250.0,ML,70224008,SECUNDARIO,TROPICAL MEL LIM BCO PET 6P 250 ML,1800.0,1500.0,ML,6.0,0.85,1510.0,520.69,Mayor al primario - Esperado para pack,306592.0,250.0,1500.0,BEVERAGES - JUICES-D95,TROPICAL
CR,SUPERMERCADOS,SAN JOSE,75260390,LECHE SULI SEMIDESCREMADA UHT 1000ML,75260390,930.0,1000.0,ML,75260389,SECUNDARIO,LECHE SULI SEMIDESCREMADA UHT 3000ML 3PK,2240.0,3000.0,ML,3.0,0.96,1310.0,140.86,Mayor al primario - Esperado para pack,306197.0,142.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,SULI
CR,DESCUENTO,SAN JOSE,75096256,TORTILLA DE MAIZ SABEMAS REGULAR 462 GR,75096256,1340.0,462.0,GR,75096255,SECUNDARIO,TORTILLA DE MAIZ SABEMAS GRUESA 560GR,1580.0,560.0,GR,1.21212121212121,0.9,240.0,17.91,Mayor al primario - Esperado para pack,305927.0,196.0,560.0,BREAD SHELF STABLE D81,SABEMAS
CR,BODEGAS,RURAL NORTE,70491753,ATUN SABEMAS TROZOS EN AGUA 140 G,70491753,780.0,140.0,GR,75439760,SECUNDARIO,ATUN SABEMAS TROZOS EN AGUA 6PACK 840 GR,4550.0,840.0,GR,6.0,0.92,3770.0,483.33,Mayor al primario - Esperado para pack,305671.0,76.0,840.0,SEAFOOD-FISH-D92,SABEMAS
CR,SUPERMERCADOS,SAN JOSE,75012957,DESOD DOVE BARRA CAB CUID TOTAL 45GR,75012957,3550.0,45.0,GR,70206836,SECUNDARIO,DESODOR DOVE BARRA MEN CLEANCO 2PK 50 GR,6050.0,100.0,GR,2.0,0.85,2500.0,70.42,Mayor al primario - Esperado para pack,305018.0,57.0,100.0,DEODORANTS Y ANTIPERSPIRANT D02,DOVE
CR,WALMART,HEREDIA - GAM,9522120,REFRESC GAS COCA COLA ORIGINAL PE 3000ML,9522120,2000.0,3000.0,ML,9556540,SECUNDARIO,GASEOSA FRESCA COCA COLA 2PACK 3000 ML,3400.0,6000.0,ML,2.0,0.95,1400.0,70.0,Mayor al primario - Esperado para pack,304981.0,102.0,6000.0,BEVERAGES - CARBONATED-D95,COCA-COLA
CR,WALMART,ALAJUELA - GAM,75054018,,,,,,75054016,SECUNDARIO,6PACK TDM ATUN TROZOS EN ACEITE 630GR,5000.0,630.0,GR,2.0,0.9,,,Sin precio,304940.0,62.0,630.0,SEAFOOD-FISH-D92,TESORO DEL MAR
CR,DESCUENTO,GUANACASTE,70208968,SALSITA PREPARADA BANQUETE RANCHERA 90G,70208968,260.0,90.0,GR,75279949,SECUNDARIO,SALSA PREP BANQUETE 5 PACK 450GR,1000.0,450.0,GR,5.0,0.8,740.0,284.62,Mayor al primario - Esperado para pack,304824.0,308.0,450.0,SAUCES & MARINADES-D92,BANQUETE
CR,SUPERMERCADOS,LIMON,70073499,LECHE DOBLE PROTEINA UHT DP 946ML EDGE,70073499,1760.0,946.0,ML,75114759,SECUNDARIO,LECHE DOBLE PROTEINA UHT DP 3PACK 946 ML,4000.0,2838.0,ML,3.0,0.85,2240.0,127.27,Mayor al primario - Esperado para pack,304524.0,77.0,2838.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,ALAJUELA - GAM,9216821,HARINA GREAT VALUE TRIGO BOLSA 1000G,9216821,800.0,1000.0,GR,9216814,SECUNDARIO,HARINA GREAT VALUE TRIGO 2500G,1890.0,2500.0,GR,2.5,0.94,1090.0,136.25,Mayor al primario - Esperado para pack,304482.0,160.0,2500.0,FLOUR-D92,GREAT VALUE
CR,WALMART,ALAJUELA - GAM,75054018,,,,,,75054017,SECUNDARIO,4PACK TDM ATUN TROZOS EN ACEITE 420GR,3940.0,420.0,GR,1.33,0.95,,,Sin precio,303501.0,78.0,420.0,SEAFOOD-FISH-D92,TESORO DEL MAR
CR,BODEGAS,HEREDIA - GAM,9522120,REFRESC GAS COCA COLA ORIGINAL PE 3000ML,9522120,2500.0,3000.0,ML,9556540,SECUNDARIO,GASEOSA FRESCA COCA COLA 2PACK 3000 ML,3400.0,6000.0,ML,2.0,0.95,900.0,36.0,Mayor al primario - Esperado para pack,303309.0,101.0,6000.0,BEVERAGES - CARBONATED-D95,COCA-COLA
CR,WALMART,SAN JOSE,70345940,ATUN CALVO LOMO TROZOS EN ACEITE 142GR,70345940,1000.0,142.0,GR,70473995,SECUNDARIO,ATUN CALVO ACEITE TROZ LOMO 3PK 426GR,2890.0,426.0,GR,3.0,1.0,1890.0,189.0,Mayor al primario - Esperado para pack,303266.0,106.0,426.0,SEAFOOD-FISH-D92,CALVO
CR,DESCUENTO,HEREDIA - GAM,70210305,DESODOR DOVE SPRAY ORIGINAL 150ML,70210305,3150.0,150.0,ML,70203734,SECUNDARIO,DESO DOVE SPRAY DAMA CALENDU 2PK 300 ML,5350.0,300.0,ML,2.0,0.85,2200.0,69.84,Mayor al primario - Esperado para pack,302564.0,61.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,DOVE
CR,BODEGAS,SAN JOSE,70084233,PASTA SABEMAS LENGUA 250GR,70084233,400.0,250.0,GR,70084262,SECUNDARIO,PASTA SABEMAS TORNILLO TWISTS 250GR,380.0,250.0,GR,1.0,0.96,-20.0,-5.0,REVISAR: Precio menor al primario,302338.0,806.0,250.0,PASTA-D92,SABEMAS
CR,DESCUENTO,RURAL NORTE,9000672,YOGURT DS PINOS IN LINE SABR FRESA 750ML,9000672,1810.0,750.0,ML,70325979,SECUNDARIO,YOGURT DOS PINOS IN LINE 2PK 750 ML,2530.0,750.0,ML,2.0,0.75,720.0,39.78,Mayor al primario - Esperado para pack,302184.0,93.0,750.0,YOGURT D90,DOS PINOS
CR,BODEGAS,HEREDIA - GAM,70495563,DESODOR REXONA CLINICAL SPRY CLEAN 150ML,70495563,3000.0,150.0,ML,70085956,SECUNDARIO,3PACK DEO CLIN CLASS REXONA MUJ 150 ML,6750.0,450.0,ML,3.0,0.75,3750.0,125.0,Mayor al primario - Esperado para pack,301665.0,51.0,450.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,DESCUENTO,SAN JOSE,75234093,PALMITO SABEMAS TROCITOS 220GR,75234093,1110.0,220.0,GR,75227601,SECUNDARIO,SABEMAS 3 PACK PALMITO TROZOS 660GR,2420.0,660.0,GR,3.0,0.85,1310.0,118.02,Mayor al primario - Esperado para pack,301540.0,137.0,660.0,VEGETABLES-SHELF STABLE-D92,SABEMAS
CR,BODEGAS,GUANACASTE,70210305,DESODOR DOVE SPRAY ORIGINAL 150ML,70210305,3150.0,150.0,ML,70203734,SECUNDARIO,DESO DOVE SPRAY DAMA CALENDU 2PK 300 ML,5350.0,300.0,ML,2.0,0.85,2200.0,69.84,Mayor al primario - Esperado para pack,301429.0,60.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,DOVE
CR,WALMART,HEREDIA - GAM,70177208,GASEOSA SIN AZUCAR COCA COLA 2500ML,70177208,1500.0,2500.0,ML,75046961,SECUNDARIO,"2P 2,5 COCA COLA SIN AZUCAR 2500 ML",2480.0,5000.0,ML,2.0,0.95,980.0,65.33,Mayor al primario - Esperado para pack,300281.0,137.0,5000.0,BEVERAGES - CARBONATED-D95,COCA-COLA
CR,WALMART,HEREDIA - GAM,70495563,DESODOR REXONA CLINICAL SPRY CLEAN 150ML,70495563,3520.0,150.0,ML,70085956,SECUNDARIO,3PACK DEO CLIN CLASS REXONA MUJ 150 ML,7920.0,450.0,ML,3.0,0.75,4400.0,125.0,Mayor al primario - Esperado para pack,300204.0,43.0,450.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,BODEGAS,CARTAGO,75053384,ATUN SULI TROCITOS  VEGETALES 4PK 560 GR,75053384,1400.0,560.0,GR,75053383,SECUNDARIO,ATUN SULI TROCITOS CON VEGETALES 295 GR,800.0,295.0,GR,0.526785714285714,1.04,-600.0,-42.86,REVISAR: Precio menor al primario,300168.0,379.0,295.0,SEAFOOD-FISH-D92,SULI
CR,WALMART,CARTAGO,70106055,ATUN SARDIMAR LIGHT TROZOS EN AGUA 140GR,70106055,1470.0,105.0,GR,70193415,SECUNDARIO,ATUN SARDIMAR AGUA 4PACK 560GR,5640.0,105.0,GR,4.0,0.87,4170.0,283.67,Mayor al primario - Esperado para pack,299460.0,60.0,105.0,SEAFOOD-FISH-D92,SARDIMAR
CR,SUPERMERCADOS,RURAL NORTE,70106055,ATUN SARDIMAR LIGHT TROZOS EN AGUA 140GR,70106055,1450.0,105.0,GR,70176791,SECUNDARIO,ATUN SARDIMAR AGUA TROZO 6 PACK 140 GR,7500.0,840.0,GR,6.0,0.84,6050.0,417.24,Mayor al primario - Esperado para pack,298665.0,45.0,840.0,SEAFOOD-FISH-D92,SARDIMAR
CR,DESCUENTO,SAN JOSE,212404,CREMA PEINAR PANTENE ULT CREM RIZO 300ML,212404,3860.0,300.0,ML,70681372,SECUNDARIO,PANTENE 2PACK CC RIZOS DEFINIDOS 300ML,6950.0,300.0,ML,2.0,0.9,3090.0,80.05,Mayor al primario - Esperado para pack,298470.0,49.0,300.0,HAIR CARE - SHAMPOO D02,PANTENE
CR,DESCUENTO,HEREDIA - GAM,70491753,ATUN SABEMAS TROZOS EN AGUA 140 G,70491753,820.0,140.0,GR,75439760,SECUNDARIO,ATUN SABEMAS TROZOS EN AGUA 6PACK 840 GR,4550.0,840.0,GR,6.0,0.92,3730.0,454.88,Mayor al primario - Esperado para pack,297998.0,74.0,840.0,SEAFOOD-FISH-D92,SABEMAS
CR,SUPERMERCADOS,SAN JOSE,9500294,REFRESC HIC FRUTAS TETRA BRICK 250ML,9500294,350.0,250.0,ML,9500266,SECUNDARIO,REFRESC HIC SURT SAB TB 6PACK 250ML,2060.0,1500.0,ML,6.0,0.86,1710.0,488.57,Mayor al primario - Esperado para pack,296967.0,163.0,1500.0,BEVERAGES - JUICES-D95,HI-C
CR,DESCUENTO,LIMON,205236,DESODORA NIVEA SPRAY DAM ACLAR NAT 150ML,205236,3100.0,150.0,ML,75071494,SECUNDARIO,DESOD NIVEA SPRAY ACLARADO 2PK 300ML,5100.0,300.0,ML,2.0,0.8,2000.0,64.52,Mayor al primario - Esperado para pack,296957.0,66.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,NIVEA
CR,BODEGAS,RURAL NORTE,70491754,ATUN SABEMAS TROZOS EN ACEITE 140 G,70491754,690.0,140.0,GR,75439759,SECUNDARIO,ATUN SABEMAS TROZOS EN ACEITE 6PK 840 GR,4100.0,840.0,GR,6.0,0.92,3410.0,494.2,Mayor al primario - Esperado para pack,296444.0,75.0,840.0,SEAFOOD-FISH-D92,SABEMAS
CR,BODEGAS,LIMON,70434480,COCA COLA SIN AZUCAR 3000 ML PET,70434480,1800.0,3000.0,ML,75438079,SECUNDARIO,2 PK CCZA CCSO 3L 6000ML,3400.0,6000.0,ML,2.0,0.91,1600.0,88.89,Mayor al primario - Esperado para pack,295970.0,101.0,6000.0,BEVERAGES - CARBONATED-D95,COCA-COLA
CR,WALMART,SAN JOSE,9521560,REFRESC GAS COCA COLA ZERO LATA 354ML,9521560,820.0,354.0,ML,75078806,SECUNDARIO,COCA SIN AZUCAR 354 4PACK 1416ML,2950.0,1416.0,ML,4.0,0.84,2130.0,259.76,Mayor al primario - Esperado para pack,295241.0,147.0,1416.0,BEVERAGES - CARBONATED-D95,COCA-COLA
CR,BODEGAS,RURAL NORTE,75088630,ACEITE SULI VEGETAL 500 ML,75088630,620.0,500.0,ML,75313694,SECUNDARIO,ACEITE SULI VEGETAL 1500ML,1630.0,1500.0,ML,2.99999999999999,0.954545454545454,1010.0,162.9,Mayor al primario - Esperado para pack,294801.0,183.0,1500.0,OILS & FATS-D92,SULI
CR,SUPERMERCADOS,SAN JOSE,75012957,DESOD DOVE BARRA CAB CUID TOTAL 45GR,75012957,3550.0,45.0,GR,70021035,SECUNDARIO,DESO DOVE BARRA DAMA CALENDULA 2PK 50GR,5300.0,100.0,GR,2.0,0.85,1750.0,49.3,Mayor al primario - Esperado para pack,294718.0,63.0,100.0,DEODORANTS Y ANTIPERSPIRANT D02,DOVE
CR,WALMART,ALAJUELA - GAM,70522283,LECHE PROTEINA DOS PINOS VAINILLA 250ML,70522283,750.0,250.0,ML,70682361,SECUNDARIO,LECHE UHT 50 MAS PROTE SURTI 250ML 6PK,3500.0,1.5,ML,6.0,0.83,2750.0,366.67,Mayor al primario - Esperado para pack,294180.0,85.0,1.5,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,CARTAGO,70210305,DESODOR DOVE SPRAY ORIGINAL 150ML,70210305,3150.0,150.0,ML,70220234,SECUNDARIO,DESODOR DOVE MEN SPRAY CLEANCO 2P 150 ML,5350.0,300.0,ML,2.0,0.85,2200.0,69.84,Mayor al primario - Esperado para pack,294106.0,58.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,DOVE
CR,SUPERMERCADOS,SAN JOSE,70498632,TOALLA ROSAL BCA INDIV 80H TP 1R 348.9GR,70498632,1260.0,348.9,GR,70595353,SECUNDARIO,TOALLA ROSAL 3PLY 80H 3PACK 1036.3GR,3780.0,1036.3,GR,3.0,1.0,2520.0,200.0,Mayor al primario - Esperado para pack,293915.0,89.0,1036.3,PAPER TOWELS D04,ROSAL
CR,BODEGAS,SAN JOSE,70177208,GASEOSA SIN AZUCAR COCA COLA 2500ML,70177208,1460.0,2500.0,ML,75046961,SECUNDARIO,"2P 2,5 COCA COLA SIN AZUCAR 2500 ML",2530.0,5000.0,ML,2.0,0.95,1070.0,73.29,Mayor al primario - Esperado para pack,293085.0,131.0,5000.0,BEVERAGES - CARBONATED-D95,COCA-COLA
CR,BODEGAS,HEREDIA - GAM,70208968,SALSITA PREPARADA BANQUETE RANCHERA 90G,70208968,250.0,90.0,GR,75279949,SECUNDARIO,SALSA PREP BANQUETE 5 PACK 450GR,1000.0,450.0,GR,5.0,0.8,750.0,300.0,Mayor al primario - Esperado para pack,292969.0,297.0,450.0,SAUCES & MARINADES-D92,BANQUETE
CR,SUPERMERCADOS,HEREDIA - GAM,70231807,BEBIDA SMIRNOFF GREN APPLE LATA 350ML,70231807,1270.0,350.0,ML,70525395,SECUNDARIO,4PACK BLACK SMIRNOFF ICE 1400 ML,4240.0,1400.0,ML,4.0,0.9036,2970.0,233.86,Mayor al primario - Esperado para pack,292656.0,78.0,1400.0,BEVERAGE ALCOHOL - COCKTAIL D96,SMIRNOFF
CR,SUPERMERCADOS,HEREDIA - GAM,70177208,GASEOSA SIN AZUCAR COCA COLA 2500ML,70177208,1500.0,2500.0,ML,75046961,SECUNDARIO,"2P 2,5 COCA COLA SIN AZUCAR 2500 ML",2620.0,5000.0,ML,2.0,0.95,1120.0,74.67,Mayor al primario - Esperado para pack,292194.0,126.0,5000.0,BEVERAGES - CARBONATED-D95,COCA-COLA
CR,BODEGAS,HEREDIA - GAM,70231807,BEBIDA SMIRNOFF GREN APPLE LATA 350ML,70231807,1260.0,350.0,ML,70525395,SECUNDARIO,4PACK BLACK SMIRNOFF ICE 1400 ML,4100.0,1400.0,ML,4.0,0.9036,2840.0,225.4,Mayor al primario - Esperado para pack,292092.0,82.0,1400.0,BEVERAGE ALCOHOL - COCKTAIL D96,SMIRNOFF
CR,DESCUENTO,HEREDIA - GAM,70199577,ACEITE GREAT VALUE OLIVA EXT VIRGE 502ML,70199577,2450.0,502.0,ML,75358945,SECUNDARIO,ACEITE DE OLIVA GV EXTRA VIRGEN 250 ML,1170.0,250.0,ML,0.49800796812749,1.05,-1280.0,-52.24,REVISAR: Precio menor al primario,291700.0,252.0,250.0,OILS & FATS-D92,GREAT VALUE
CR,BODEGAS,SAN JOSE,75012949,DESOD REXONA CLINICAL BARRA CLEAN 58GR,75012949,4160.0,58.0,GR,70681278,SECUNDARIO,2PK DEO REXONA CLINICAL CLEAN BARRA 92GR,5950.0,92.0,GR,2.0,0.85,1790.0,43.03,Mayor al primario - Esperado para pack,291683.0,56.0,92.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,BODEGAS,SAN JOSE,70321321,ACEITE OLIVA GREAT VALUE SPRAY 198 GR,70321321,2400.0,198.0,GR,75275057,SECUNDARIO,ACEITE GREAT VALUE AGUACATE SPRAY 141 G,2000.0,141.0,GR,0.712121212121212,1.404,-400.0,-16.67,REVISAR: Precio menor al primario,291524.0,165.0,141.0,OILS & FATS-D92,GREAT VALUE
CR,BODEGAS,LIMON,70492011,LECHE DELACT 0 50 MAS PROTEIN 946ML EDGE,70492011,1600.0,946.0,ML,75199848,SECUNDARIO,LECHE 50 MAS PROTEIN 2838GR 3 PACK,4000.0,2838.0,GR,3.0,0.97,2400.0,150.0,Mayor al primario - Esperado para pack,291060.0,74.0,2838.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,BODEGAS,PACIFICO CENTRAL,9522120,REFRESC GAS COCA COLA ORIGINAL PE 3000ML,9522120,2020.0,3000.0,ML,75046960,SECUNDARIO,2P 3L COCA MAS GINGER ALE 3000 ML,3400.0,6000.0,ML,2.0,0.95,1380.0,68.32,Mayor al primario - Esperado para pack,290819.0,98.0,6000.0,BEVERAGES - CARBONATED-D95,COCA-COLA
CR,WALMART,SAN JOSE,75260390,LECHE SULI SEMIDESCREMADA UHT 1000ML,75260390,900.0,1000.0,ML,75260389,SECUNDARIO,LECHE SULI SEMIDESCREMADA UHT 3000ML 3PK,2270.0,3000.0,ML,3.0,0.96,1370.0,152.22,Mayor al primario - Esperado para pack,290182.0,135.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,SULI
