PAIS,Formato,ZONA,CODIGO_FAMILIA,DESC_PRIMARIO,SKU_PRIMARIO,PRECIO_PRIMARIO,TAMANO_PRIMARIO,MEDIDA_PRIMARIO,SKU_SECUNDARIO,AGRUPACION,DESC_SECUNDARIO,PRECIO_SECUNDARIO,TAMANO_SECUNDARIO,MEDIDA_SECUNDARIO,FACTOR_DE_CONVERSION,AHORRO_DIFERENCIAL,DIFERENCIA_ABSOLUTA,DIFERENCIA_PCT,EVALUACION,Ventas,Rotaciones,Sell_QTY,CATEGORIA,MARCA
CR,BODEGAS,HEREDIA - GAM,70153736,SULI CEREAL AROS DE FRUTA 500GR,70153736,940.0,500.0,GR,70154245,SECUNDARIO,SULI CEREAL AROS DE FRUTA 900GR,1690.0,900.0,GR,1.8,0.85,750.0,79.79,Mayor al primario - Esperado para pack,21749.0,13.0,900.0,BRKFST CEREL BAR-PASTRY-D92,SULI
CR,BODEGAS,HEREDIA - GAM,75234093,PALMITO SABEMAS TROCITOS 220GR,75234093,1110.0,220.0,GR,75227601,SECUNDARIO,SABEMAS 3 PACK PALMITO TROZOS 660GR,2480.0,660.0,GR,3.0,0.85,1370.0,123.42,Mayor al primario - Esperado para pack,21731.0,10.0,660.0,VEGETABLES-SHELF STABLE-D92,SABEMAS
CR,SUPERMERCADOS,PACIFICO CENTRAL,70006802,ACEITE GREAT VALUE OLIVA PURO 754 ML,70006802,2500.0,754.0,ML,70017477,SECUNDARIO,ACEITE GREAT VALUE OLIVA LIGHT 502ML,1750.0,500.0,ML,0.6657824933687,1.07,-750.0,-30.0,REVISAR: Precio menor al primario,21686.0,14.0,502.0,OILS & FATS-D92,GREAT VALUE
CR,SUPERMERCADOS,ALAJUELA - GAM,70153226,SABEMAS LECHE UHT DESCREMADA 1 LT 0,70153226,920.0,1000.0,ML,70356684,SECUNDARIO,LECHE DESCREMADA SABEMAS UHT 6PACK 1L,5460.0,6000.0,ML,6.0,0.95,4540.0,493.48,Mayor al primario - Esperado para pack,21624.0,4.0,6000.0,MILK&CREM-SUBSTUT-SHELF-D95,SABEMAS
CR,BODEGAS,CARTAGO,70348600,BEBID HIDRAT GATORADE SACHET PONCHE 60GR,70348600,810.0,60.0,GR,9511298,SECUNDARIO,BEBID HIDRAT POLV GATORADE NARANJA 521GR,4880.0,521.0,GR,8.68,0.77,4070.0,502.47,Mayor al primario - Esperado para pack,21595.0,5.0,521.0,BEVERAGE-HYDRATE&ENERGY-D95,GATORADE
CR,BODEGAS,GUANACASTE,70568273,JUGO DOS PINOS NARANJA TETRA 250ML,70568273,490.0,250.0,ML,70568314,SECUNDARIO,JUGO DOS PINOS NARANJA TB 6PACK 250ML,2710.0,1500.0,ML,6.0,0.83,2220.0,453.06,Mayor al primario - Esperado para pack,21582.0,9.0,1500.0,BEVERAGES - JUICES-D95,DOS PINOS
HN,WALMART,C - AMARILLA,9544185,LECHE 2PINOS  DELACTOMY SEMIDESC 1000ML,9544185,44.5,1000.0,ML,70429539,SECUNDARIO,3PK LECH 2PINOS DELAC SEMIDESCRE 3000ML,120.0,3000.0,ML,3.0,1.0,75.5,169.66,Mayor al primario - Esperado para pack,21576.0,180.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,WALMART,CARTAGO,70399559,HEINZ COLADO MANZANA 113GR,70399559,550.0,113.0,GR,70551830,SECUNDARIO,HEINZ COLADOS 6PACK 113 GR,3100.0,678.0,GR,6.0,0.95,2550.0,463.64,Mayor al primario - Esperado para pack,21560.0,8.0,678.0,BABY FOOD-D92,HEINZ
NI,BODEGAS,A - ROJA,75053402,ATUN SULI TROCITOS CON VEGETALES 140GR,75053402,43.5,140.0,GR,75068001,SECUNDARIO,ATÚN SULI TROCITOS EN ACEITE 4PK 560GR,162.0,560.0,GR,4.0,0.94,118.5,272.41,Mayor al primario - Esperado para pack,21525.12,153.0,560.0,SEAFOOD-FISH-D92,SULI
CR,BODEGAS,RURAL NORTE,70348600,BEBID HIDRAT GATORADE SACHET PONCHE 60GR,70348600,810.0,60.0,GR,9511298,SECUNDARIO,BEBID HIDRAT POLV GATORADE NARANJA 521GR,4860.0,521.0,GR,8.68,0.77,4050.0,500.0,Mayor al primario - Esperado para pack,21505.0,5.0,521.0,BEVERAGE-HYDRATE&ENERGY-D95,GATORADE
CR,SUPERMERCADOS,PE PACIFICO CENTRAL,75374261,JAMON COCIDO DON CRISTOBAL 250 GR,75374261,2260.0,250.0,GR,75170453,SECUNDARIO,JAMON COCIDO GREAT VALUE 454GT,3240.0,454.0,GR,1.816,0.84,980.0,43.36,Mayor al primario - Esperado para pack,21505.0,7.0,454.0,PRE-FORMED & COLD CUTS-D97,GREAT VALUE
CR,WALMART,CARTAGO,75219704,CAFE GREAT VALUE PURO SOLUBLE 227GR,75219704,7100.0,227.0,GR,75219705,SECUNDARIO,CAFE GREAT VALUE PURO SOLUBLE 340GR,8100.0,340.0,GR,1.49779735682819,0.9,1000.0,14.08,Mayor al primario - Esperado para pack,21504.0,3.0,340.0,BEVERAGES - COFFEE-D92,GREAT VALUE
CR,WALMART,RURAL NORTE,75219704,CAFE GREAT VALUE PURO SOLUBLE 227GR,75219704,7100.0,227.0,GR,75219705,SECUNDARIO,CAFE GREAT VALUE PURO SOLUBLE 340GR,8100.0,340.0,GR,1.49779735682819,0.9,1000.0,14.08,Mayor al primario - Esperado para pack,21504.0,3.0,340.0,BEVERAGES - COFFEE-D92,GREAT VALUE
HN,DESCUENTO,A - ROJA,70007487,ACEITE GREAT VALUE CANOLA PURO 946ML,70007487,82.3,946.0,ML,70609553,SECUNDARIO,ACEITE GREAT VALUE CANOLA 3500ML,284.4,3500.0,ML,3.69978858350951,0.952380952380952,202.1,245.57,Mayor al primario - Esperado para pack,21465.64,87.0,3500.0,OILS & FATS-D92,GREAT VALUE
CR,SUPERMERCADOS,LIMON,70084233,PASTA SABEMAS LENGUA 250GR,70084233,420.0,250.0,GR,70084239,SECUNDARIO,PASTA SABEMAS CARACOLITO 250GR,380.0,250.0,GR,1.0,0.96,-40.0,-9.52,REVISAR: Precio menor al primario,21455.0,59.0,250.0,PASTA-D92,SABEMAS
CR,BODEGAS,CARTAGO,75067961,INSECTICIDA RAID CYJ PACK 626 ML,75067961,5200.0,626.0,ML,75417937,SECUNDARIO,INSECTICIDA RAID CASA Y JARDIN AG 400 ML,4040.0,400.0,ML,0.6389,0.9,-1160.0,-22.31,REVISAR: Precio menor al primario,21450.0,6.0,400.0,PESTICIDES-D13,RAID
CR,BODEGAS,HEREDIA - GAM,75067961,INSECTICIDA RAID CYJ PACK 626 ML,75067961,5200.0,626.0,ML,75417937,SECUNDARIO,INSECTICIDA RAID CASA Y JARDIN AG 400 ML,4040.0,400.0,ML,0.6389,0.9,-1160.0,-22.31,REVISAR: Precio menor al primario,21450.0,6.0,400.0,PESTICIDES-D13,RAID
CR,BODEGAS,ALAJUELA - GAM,70321321,ACEITE OLIVA GREAT VALUE SPRAY 198 GR,70321321,2400.0,198.0,GR,75275055,SECUNDARIO,ACEITE GREAT VALUE DE COCO SPRAY D 141 G,2200.0,141.0,GR,0.712121212121212,1.404,-200.0,-8.33,REVISAR: Precio menor al primario,21417.0,11.0,141.0,OILS & FATS-D92,GREAT VALUE
CR,WALMART,SAN JOSE,70153733,SULI CEREAL HOJUELA AZUCARADA 500GR,70153733,780.0,500.0,GR,70153758,SECUNDARIO,SULI CEREAL HOJUELA AZUCARADA 1200GR,2860.0,1200.0,GR,2.4,0.85,2080.0,266.67,Mayor al primario - Esperado para pack,21405.0,17.0,1200.0,BRKFST CEREL BAR-PASTRY-D92,SULI
CR,BODEGAS,PACIFICO CENTRAL,75074236,MEZCLA PREPARADA SULI PANQUEQUE 400GR,75074236,1080.0,400.0,GR,75074237,SECUNDARIO,MEZCLA PREPARADA SULI PANQUEQUE 908GR,1860.0,908.0,GR,2.27,0.9,780.0,72.22,Mayor al primario - Esperado para pack,21398.0,13.0,908.0,BAKE&COOK-MIXES&SUPPLY-D92,SULI
NI,DESCUENTO,PE NORTE ESTE,9421301,,,,,,9416716,SECUNDARIO,LIMON SIN SEMILLA SEIS UNIDADES,56.0,1.0,EA,0.4,1.0,,,Sin precio,21370.88,515.0,1.0,FRUIT - FRESH - CUT AND WHOLE D94,HORTIFRUTI
CR,BODEGAS,PACIFICO SUR,75096256,TORTILLA DE MAIZ SABEMAS REGULAR 462 GR,75096256,1390.0,462.0,GR,75096254,SECUNDARIO,TORTILLA DE MAIZ SABEMAS REGULAR 222 GR,700.0,222.0,GR,0.48051948051948,1.1,-690.0,-49.64,REVISAR: Precio menor al primario,21345.0,31.0,222.0,BREAD SHELF STABLE D81,SABEMAS
CR,SUPERMERCADOS,HEREDIA - GAM,75228366,GASEO POSTOBON MANZANA CERO 1500 ML,75228366,1440.0,1500.0,ML,75302247,SECUNDARIO,2 PK GAS MAN COL 3000 ML,2190.0,3000.0,ML,2.0,0.73,750.0,52.08,Mayor al primario - Esperado para pack,21318.0,11.0,3000.0,BEVERAGES - CARBONATED-D95,POSTOBON
CR,WALMART,ALAJUELA - GAM,9222351,PAPA GREAT VALUE TOSTADA BOLSA 180GR,9222351,1500.0,180.0,GR,70555358,SECUNDARIO,PAPA GREAT VALUE TOSTADA 425GR,4010.0,425.0,GR,2.36111111111111,0.85,2510.0,167.33,Mayor al primario - Esperado para pack,21294.0,6.0,425.0,CHIPS-CRISPS SNACK MIXS-D92,GREAT VALUE
CR,WALMART,HEREDIA - GAM,70153205,SABEMAS LECHE UHT SEMIDESCREMADA 1L,70153205,1000.0,1000.0,ML,70356415,SECUNDARIO,LECHE SEMIDESCREM SABEMAS UHT 6PACK 1L,5460.0,6000.0,ML,6.0,0.95,4460.0,446.0,Mayor al primario - Esperado para pack,21246.0,4.0,6000.0,MILK&CREM-SUBSTUT-SHELF-D95,SABEMAS
CR,DESCUENTO,PACIFICO CENTRAL,70399559,HEINZ COLADO MANZANA 113GR,70399559,530.0,113.0,GR,70551830,SECUNDARIO,HEINZ COLADOS 6PACK 113 GR,3000.0,678.0,GR,6.0,0.95,2470.0,466.04,Mayor al primario - Esperado para pack,21240.0,8.0,678.0,BABY FOOD-D92,HEINZ
CR,WALMART,RURAL NORTE,70432235,BEBID GREAT VALUE ALOE VERA 500ML,70432235,970.0,500.0,ML,70432236,SECUNDARIO,BEBID GREAT VALUE ALOE VERA 1500ML,2400.0,1500.0,ML,3.0,0.9,1430.0,147.42,Mayor al primario - Esperado para pack,21240.0,10.0,1500.0,BEVERAGES – NATURAL DRINKS-D95,GREAT VALUE
CR,BODEGAS,PACIFICO CENTRAL,9521560,REFRESC GAS COCA COLA ZERO LATA 354ML,9521560,680.0,354.0,ML,75117143,SECUNDARIO,4 PACK CCSO LATA 354 ML,2410.0,1416.0,ML,4.0,0.84,1730.0,254.41,Mayor al primario - Esperado para pack,21240.0,8.0,1416.0,BEVERAGES - CARBONATED-D95,COCA-COLA
CR,WALMART,RURAL NORTE,70442942,PASTILLA INODORO HARPIC WHITE 2 PK 45 GR,70442942,2650.0,90.0,GR,70442943,SECUNDARIO,PASTILLA INODORO HARPIC WHIT S 5P 45 GR,4000.0,225.0,GR,5.0,0.7,1350.0,50.94,Mayor al primario - Esperado para pack,21240.0,6.0,225.0,CLEANERS - HOUSEHOLD D13,HARPIC
CR,BODEGAS,CARTAGO,9521560,REFRESC GAS COCA COLA ZERO LATA 354ML,9521560,820.0,354.0,ML,75078806,SECUNDARIO,COCA SIN AZUCAR 354 4PACK 1416ML,2950.0,1416.0,ML,4.0,0.84,2130.0,259.76,Mayor al primario - Esperado para pack,21240.0,8.0,1416.0,BEVERAGES - CARBONATED-D95,COCA-COLA
CR,BODEGAS,ALAJUELA - GAM,9522120,REFRESC GAS COCA COLA ORIGINAL PE 3000ML,9522120,2020.0,3000.0,ML,75263868,SECUNDARIO,COCA COLA MAS TE HIC 6000ML,3000.0,6000.0,ML,2.0,0.86,980.0,48.51,Mayor al primario - Esperado para pack,21240.0,8.0,6000.0,BEVERAGES - CARBONATED-D95,COCA-COLA
CR,WALMART,PACIFICO SUR,75012949,DESOD REXONA CLINICAL BARRA CLEAN 58GR,75012949,6400.0,58.0,GR,70681278,SECUNDARIO,2PK DEO REXONA CLINICAL CLEAN BARRA 92GR,6000.0,92.0,GR,2.0,0.85,-400.0,-6.25,REVISAR: Precio menor al primario,21240.0,4.0,92.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,SUPERMERCADOS,ALAJUELA - GAM,9506167,AGUA PURIFICADA ALPINA TAPAROSCA 600ML,9506167,770.0,600.0,ML,75120717,SECUNDARIO,AGUA ALPINA 12 PACK 600 ML,6000.0,7200.0,ML,12.0,0.9,5230.0,679.22,Mayor al primario - Esperado para pack,21240.0,4.0,7200.0,BEVERAGES - WATER-D95,ALPINA
CR,BODEGAS,RURAL NORTE,70399559,HEINZ COLADO MANZANA 113GR,70399559,530.0,113.0,GR,70551830,SECUNDARIO,HEINZ COLADOS 6PACK 113 GR,3000.0,678.0,GR,6.0,0.95,2470.0,466.04,Mayor al primario - Esperado para pack,21240.0,8.0,678.0,BABY FOOD-D92,HEINZ
CR,SUPERMERCADOS,LIMON,9506167,AGUA PURIFICADA ALPINA TAPAROSCA 600ML,9506167,780.0,600.0,ML,75120717,SECUNDARIO,AGUA ALPINA 12 PACK 600 ML,6000.0,7200.0,ML,12.0,0.9,5220.0,669.23,Mayor al primario - Esperado para pack,21240.0,4.0,7200.0,BEVERAGES - WATER-D95,ALPINA
CR,WALMART,GUANACASTE,70442942,PASTILLA INODORO HARPIC WHITE 2 PK 45 GR,70442942,2590.0,90.0,GR,70442943,SECUNDARIO,PASTILLA INODORO HARPIC WHIT S 5P 45 GR,4000.0,225.0,GR,5.0,0.7,1410.0,54.44,Mayor al primario - Esperado para pack,21240.0,6.0,225.0,CLEANERS - HOUSEHOLD D13,HARPIC
CR,WALMART,PACIFICO SUR,70442942,PASTILLA INODORO HARPIC WHITE 2 PK 45 GR,70442942,2630.0,90.0,GR,70442943,SECUNDARIO,PASTILLA INODORO HARPIC WHIT S 5P 45 GR,4000.0,225.0,GR,5.0,0.7,1370.0,52.09,Mayor al primario - Esperado para pack,21240.0,6.0,225.0,CLEANERS - HOUSEHOLD D13,HARPIC
CR,BODEGAS,PACIFICO CENTRAL,75219704,CAFE GREAT VALUE PURO SOLUBLE 227GR,75219704,7000.0,227.0,GR,75219705,SECUNDARIO,CAFE GREAT VALUE PURO SOLUBLE 340GR,8000.0,340.0,GR,1.49779735682819,0.9,1000.0,14.29,Mayor al primario - Esperado para pack,21240.0,3.0,340.0,BEVERAGES - COFFEE-D92,GREAT VALUE
CR,SUPERMERCADOS,LIMON,9521560,REFRESC GAS COCA COLA ZERO LATA 354ML,9521560,820.0,354.0,ML,75117143,SECUNDARIO,4 PACK CCSO LATA 354 ML,2810.0,1416.0,ML,4.0,0.84,1990.0,242.68,Mayor al primario - Esperado para pack,21240.0,8.0,1416.0,BEVERAGES - CARBONATED-D95,COCA-COLA
HN,WALMART,PE LA CEIBA,70386878,LIMON PERSA UNIDAD,70386878,8.6,1.0,EA,70342557,SECUNDARIO,LIMON PERSA RED 10 UNIDADES,77.2,1.0,EA,9.0,1.0,68.6,797.67,Mayor al primario - Esperado para pack,21218.87,359.0,1.0,FRUIT - FRESH - CUT AND WHOLE D94,HORTIFRUTI
CR,SUPERMERCADOS,LIMON,70115865,ACEITE SOYA GREAT VALUE 3500ML,70115865,4390.0,3500.0,ML,70024489,SECUNDARIO,ACEITE GREAT VALUE DE SOYA 946ML,1270.0,946.0,ML,0.270285714285714,1.1,-3120.0,-71.07,REVISAR: Precio menor al primario,21211.0,17.0,946.0,OILS & FATS-D92,GREAT VALUE
GT,WALMART,PE TORRE PS,9425795,PAPA SUPER RED LIBRA,9425795,6.5,1.0,LB,70046596,SECUNDARIO,PAPA SUPER GRANEL LIBRA,7.6,1.0,LB,1.02,1.0,1.1,16.92,Mayor al primario - Esperado para pack,21210.87,3552.24,1.0,VEGETABLES - PERISHABLE D94,SIN MARCA
CR,SUPERMERCADOS,ALAJUELA - GAM,75352030,AVENA GREAT VALUE EN HOJUELAS 300 GR,75352030,640.0,300.0,GR,75352035,SECUNDARIO,AVENA GREAT VALUE EN HOJUELAS 1200 GR,1800.0,1200.0,GR,4.0,0.8,1160.0,181.25,Mayor al primario - Esperado para pack,21206.0,12.0,1200.0,BRKFST CEREL BAR-PASTRY-D92,GREAT VALUE
HN,DESCUENTO,PE LA CEIBA,70386878,LIMON PERSA UNIDAD,70386878,8.5,1.0,EA,70342557,SECUNDARIO,LIMON PERSA RED 10 UNIDADES,54.0,1.0,EA,9.0,1.0,45.5,535.29,Mayor al primario - Esperado para pack,21172.92,373.0,1.0,FRUIT - FRESH - CUT AND WHOLE D94,HORTIFRUTI
NI,DESCUENTO,PE PERIFERIA CENTRO,9421301,,,,,,9416716,SECUNDARIO,LIMON SIN SEMILLA SEIS UNIDADES,56.0,1.0,EA,0.4,1.0,,,Sin precio,21170.52,556.0,1.0,FRUIT - FRESH - CUT AND WHOLE D94,HORTIFRUTI
CR,SUPERMERCADOS,ALAJUELA - GAM,70210305,DESODOR DOVE SPRAY ORIGINAL 150ML,70210305,3300.0,150.0,ML,70203734,SECUNDARIO,DESO DOVE SPRAY DAMA CALENDU 2PK 300 ML,5450.0,300.0,ML,2.0,0.85,2150.0,65.15,Mayor al primario - Esperado para pack,21168.0,4.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,DOVE
CR,BODEGAS,ALAJUELA - GAM,9222351,PAPA GREAT VALUE TOSTADA BOLSA 180GR,9222351,1150.0,180.0,GR,75096268,SECUNDARIO,SNACK GREAT VALUE CREMA Y CEBOLLA 219 GR,1690.0,219.0,GR,1.23333333333333,0.9,540.0,46.96,Mayor al primario - Esperado para pack,21156.0,14.0,219.0,CHIPS-CRISPS SNACK MIXS-D92,GREAT VALUE
CR,BODEGAS,PACIFICO CENTRAL,70649101,HARINA SABEMAS DE MAIZ 905G,70649101,1440.0,905.0,GR,9216807,SECUNDARIO,HARINA SABEMAS DE MAIZ 2268G,3230.0,2268.0,GR,2.50607734806629,0.94,1790.0,124.31,Mayor al primario - Esperado para pack,21138.0,7.0,2268.0,FLOUR-D92,SABEMAS
NI,BODEGAS,A - ROJA,70582824,DOVE DEO AERO AP CALENDULA 150ML,70582824,120.0,150.0,ML,70586370,SECUNDARIO,DESODOR DOVE SPRAY FEM DERMO 2PACK 300ML,187.0,300.0,ML,2.0,0.85,67.0,55.83,Mayor al primario - Esperado para pack,21090.66,130.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,DOVE
CR,WALMART,RURAL NORTE,75053378,ATUN SULI TROCITOS EN ACEITE 140 GR,75053378,570.0,140.0,GR,75053380,SECUNDARIO,ATUN SULI TROCITOS EN ACEITE 295 GR,1120.0,295.0,GR,2.10714285714285,0.97,550.0,96.49,Mayor al primario - Esperado para pack,21071.0,19.0,295.0,SEAFOOD-FISH-D92,SULI
CR,WALMART,GUANACASTE,70491751,ATUN SABEMAS TROCITOS EN ACEITE 295 G,70491751,1500.0,295.0,GR,75292953,SECUNDARIO,ATUN SABEMAS LOMO TROC ACE 840GR 6 PACK,4250.0,840.0,GR,6.0,1.02222222222222,2750.0,183.33,Mayor al primario - Esperado para pack,21040.0,5.0,840.0,SEAFOOD-FISH-D92,SABEMAS
CR,SUPERMERCADOS,ALAJUELA - GAM,9222351,PAPA GREAT VALUE TOSTADA BOLSA 180GR,9222351,1150.0,180.0,GR,70516236,SECUNDARIO,SNACK GREAT VALUE PAPA ORIGINAL 226 GR,1960.0,227.0,GR,1.23333333333333,0.9,810.0,70.43,Mayor al primario - Esperado para pack,21030.0,18.0,226.0,CHIPS-CRISPS SNACK MIXS-D92,GREAT VALUE
CR,SUPERMERCADOS,PACIFICO CENTRAL,70495563,DESODOR REXONA CLINICAL SPRY CLEAN 150ML,70495563,3520.0,150.0,ML,70085953,SECUNDARIO,3PACK DEO CLIN CLEAN REXONA HOMB 150 ML,7920.0,450.0,ML,3.0,0.75,4400.0,125.0,Mayor al primario - Esperado para pack,21027.0,3.0,450.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,SUPERMERCADOS,RURAL NORTE,9002261,NATILLA DEL PRADO CON SAL 300 GR,9002261,1060.0,300.0,GR,70450839,SECUNDARIO,NATILLA DEL PRADO CON SAL 500GR,1490.0,500.0,GR,1.31,1.0,430.0,40.57,Mayor al primario - Esperado para pack,21021.0,15.0,500.0,MILK&CREM-SUBSTUT-REFRG-D90,DEL PRADO
CR,SUPERMERCADOS,LIMON,70084233,PASTA SABEMAS LENGUA 250GR,70084233,420.0,250.0,GR,70084262,SECUNDARIO,PASTA SABEMAS TORNILLO TWISTS 250GR,420.0,250.0,GR,1.0,0.96,0.0,0.0,Igual al primario - Verificar factor,20992.0,59.0,250.0,PASTA-D92,SABEMAS
CR,SUPERMERCADOS,PACIFICO CENTRAL,70049348,MOSTAZA HEINZ 396 GR,70049348,1780.0,396.0,GR,70017554,SECUNDARIO,SALSA HEINZ KETCHUP MOSTAZA PACK 1551GR,5300.0,1551.0,GR,3.0,0.8,3520.0,197.75,Mayor al primario - Esperado para pack,20992.0,4.0,1551.0,CONDIMENTS & SPREADS-D92,HEINZ
CR,WALMART,CARTAGO,9216821,HARINA GREAT VALUE TRIGO BOLSA 1000G,9216821,800.0,1000.0,GR,9216814,SECUNDARIO,HARINA GREAT VALUE TRIGO 2500G,1920.0,2500.0,GR,2.5,0.94,1120.0,140.0,Mayor al primario - Esperado para pack,20911.0,11.0,2500.0,FLOUR-D92,GREAT VALUE
GT,DESCUENTO,C - AMARILLA,70193365,FRIJOL SULI ROJO 400GR,70193365,8.0,400.0,GR,70340620,SECUNDARIO,SULI FRIJOL ROJO 908GR,17.75,908.0,GR,2.27,0.98,9.75,121.88,Mayor al primario - Esperado para pack,20910.95,1307.0,908.0,BEANS-PEAS-LENTILS-D92,SULI
CR,WALMART,HEREDIA - GAM,70325523,SUCRALOSA GREAT VALUE ENDULZANTE 200 GR,70325523,4340.0,200.0,GR,70299741,SECUNDARIO,SUCRALOSA GREAT VALUE ENDULZANTE 50GR,1390.0,50.0,GR,0.25,1.15,-2950.0,-67.97,REVISAR: Precio menor al primario,20910.0,17.0,50.0,SUGAR-SUGAR SUBSTITUTES-D92,GREAT VALUE
CR,WALMART,PACIFICO SUR,70231807,BEBIDA SMIRNOFF GREN APPLE LATA 350ML,70231807,1200.0,350.0,ML,70525397,SECUNDARIO,4PACK GUARANA SMIRNOFF ICE 1420 ML,3870.0,1400.0,ML,4.0,0.9036,2670.0,222.5,Mayor al primario - Esperado para pack,20890.0,6.0,1400.0,BEVERAGE ALCOHOL - COCKTAIL D96,SMIRNOFF
CR,SUPERMERCADOS,LIMON,9509983,BEBID HIDRAT POWERADE ZERO MIXED B 591ML,9509983,880.0,591.0,ML,70188501,SECUNDARIO,4PACK POWERADE ZERO MIXTO 591 ML,3370.0,2364.0,ML,4.0,0.9,2490.0,282.95,Mayor al primario - Esperado para pack,20874.0,7.0,2364.0,BEVERAGE-HYDRATE&ENERGY-D95,POWERADE
CR,SUPERMERCADOS,ALAJUELA - GAM,75095700,MANI SABEMAS CON SAL 80 GR,75095700,440.0,80.0,GR,75095697,SECUNDARIO,MANI SABEMAS CON SAL 180 GR,760.0,180.0,GR,2.25,0.9,320.0,72.73,Mayor al primario - Esperado para pack,20863.0,31.0,180.0,NUTS & SEEDS EDIBLE-D92,SABEMAS
CR,SUPERMERCADOS,CARTAGO,70049480,CREMA DE AVELLANAS GREAT VALUE 350GR,70049480,3160.0,350.0,GR,70049469,SECUNDARIO,CREMA DE AVELLANAS GREAT VALUE 650GR,5880.0,650.0,GR,1.85714285714285,0.85,2720.0,86.08,Mayor al primario - Esperado para pack,20816.0,4.0,650.0,SWEET SPREADS&PRESERVES-D92,GREAT VALUE
CR,WALMART,ALAJUELA - GAM,70111196,DESODOR SPEEDSTICK SPRAY 24 7 EXTR 150ML,70111196,3270.0,150.0,ML,70269960,SECUNDARIO,DEO SPRAY CAB SPEED ST X5 3PK 91 GR,7840.0,273.0,GR,3.0,0.8,4570.0,139.76,Mayor al primario - Esperado para pack,20814.0,3.0,273.0,DEODORANTS Y ANTIPERSPIRANT D02,SPEED STICK
CR,WALMART,GUANACASTE,70111196,DESODOR SPEEDSTICK SPRAY 24 7 EXTR 150ML,70111196,3270.0,150.0,ML,70269960,SECUNDARIO,DEO SPRAY CAB SPEED ST X5 3PK 91 GR,7840.0,273.0,GR,3.0,0.8,4570.0,139.76,Mayor al primario - Esperado para pack,20814.0,3.0,273.0,DEODORANTS Y ANTIPERSPIRANT D02,SPEED STICK
NI,SUPERMERCADOS,B - NARANJA,70234838,FRIJOL SULI ROJO 1816GR,70234838,162.0,1816.0,GR,70144775,SECUNDARIO,FRIJOL SULI ROJO 908GR,81.0,908.0,GR,0.5,1.03,-81.0,-50.0,REVISAR: Precio menor al primario,20808.9,257.0,908.0,BEANS-PEAS-LENTILS-D92,SULI
CR,SUPERMERCADOS,GUANACASTE,70308912,CAFE MONTANA PURO 500GR,70308912,5100.0,500.0,GR,70355849,SECUNDARIO,CAFE MONTANA 3 PACK 500 GR,10500.0,1500.0,GR,3.0,1.0,5400.0,105.88,Mayor al primario - Esperado para pack,20792.0,2.0,1500.0,BEVERAGES - COFFEE-D92,MONTAÑA
CR,SUPERMERCADOS,GUANACASTE,70522283,LECHE PROTEINA DOS PINOS VAINILLA 250ML,70522283,750.0,250.0,ML,70682361,SECUNDARIO,LECHE UHT 50 MAS PROTE SURTI 250ML 6PK,3500.0,1.5,ML,6.0,0.83,2750.0,366.67,Mayor al primario - Esperado para pack,20790.0,6.0,1.5,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,WALMART,ALAJUELA - GAM,9209436,GARBANZOS SULI EN LATA 220GR,9209436,400.0,220.0,GR,70355725,SECUNDARIO,GARBANZOS SULI 576GR,710.0,576.0,GR,2.5,0.9,310.0,77.5,Mayor al primario - Esperado para pack,20724.0,33.0,576.0,VEGETABLES-SHELF STABLE-D92,SULI
HN,BODEGAS,C - AMARILLA,70596900,MANTECA SULI VEGETAL 1000 GR,70596900,50.4,1000.0,GR,70596901,SECUNDARIO,MANTECA SULI VEGETAL 454 GR,22.9,454.0,GR,0.454,1.04,-27.5,-54.56,REVISAR: Precio menor al primario,20703.89,905.0,454.0,OILS & FATS-D92,SULI
CR,WALMART,CARTAGO,70256244,TE BLANCO CERO 500ML BOT PET DP,70256244,510.0,500.0,ML,75210219,SECUNDARIO,TE BLAN TE VERD TE MELO CERO 2000 ML 4PA,1670.0,2000.0,ML,4.0,0.75,1160.0,227.45,Mayor al primario - Esperado para pack,20692.0,14.0,2000.0,BEVERAGES - JUICES-D95,DOS PINOS
GT,SUPERMERCADOS,PE TORRE PS,70228016,NARANJA IMPORTADA RED 6 UNDS,70228016,38.5,1.0,EA,70496090,SECUNDARIO,NARANJA IMPORTADA RED 10 UNDS,68.95,1.0,EA,1.62679999999999,1.0,30.45,79.09,Mayor al primario - Esperado para pack,20646.2,352.0,1.0,FRUIT - FRESH - CUT AND WHOLE D94,HORTIFRUTI
CR,SUPERMERCADOS,RURAL NORTE,70568304,LECHE LIQUIDA DESCREMADA DOS PINOS 1L,70568304,1130.0,1000.0,ML,70568397,SECUNDARIO,LECHE DOS PINOS DESCREMADA 6PACK 1000ML,6950.0,6000.0,ML,6.0,0.95,5820.0,515.04,Mayor al primario - Esperado para pack,20643.0,3.0,6000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
